district_code,district_name,countyfips,teacher_fte,schools,enrollment,pop_5_17,pop_2060,pop_change,teacher_fte_2060_demography,teacher_fte_2060,schools_2060_demography,schools_2060,schools_change,fte_change,schools_change_demography
2540,Fowler R-4J,089,34.9,3.0,342.0,3210.0,2054,-0.36012461059190026,24.966673504405076,26.530960927055737,2.4796495352673364,2.579738833141664,-0.14008705561944534,-0.23980054650270088,-0.1734501549108879
2560,Cheraw 31,089,13.6,1.0,210.0,3210.0,2054,-0.36012461059190026,9.729133514610574,10.338712567563267,0.8265498450891121,0.8599129443805547,-0.14008705561944534,-0.239800546502701,-0.1734501549108879
2570,Swink 33,089,24.3,2.0,290.0,3210.0,2054,-0.36012461059190026,17.383672382723304,18.472846719984364,1.6530996901782242,1.7198258887611093,-0.14008705561944534,-0.2398005465027011,-0.1734501549108879
2580,Ouray R-1,091,21.5,3.0,180.0,543.0,712,0.31123388581952116,26.346359493281664,27.9970911688772,3.3676770813975514,3.503610982439017,0.16787032747967223,0.302190286924521,0.1225590271325172
2590,Ridgway R-2,091,30.5,3.0,321.0,543.0,712,0.31123388581952116,37.37506811837631,39.71680375119789,3.3676770813975514,3.503610982439017,0.16787032747967223,0.30219028692452077,0.1225590271325172
2600,Platte Canyon 1,093,53.2,3.0,688.0,2381.0,2908,0.22133557328853426,61.80934529847585,65.68201105170958,3.26715777362147,3.399034283973232,0.13301142799107724,0.23462426788927782,0.0890525912071567
2610,Park County RE-2,093,34.4,5.0,576.0,2381.0,2908,0.22133557328853426,39.966945080217464,42.471074815391155,5.4452629560357835,5.665057139955387,0.13301142799107746,0.23462426788927782,0.0890525912071567
2620,Holyoke Re-1J,095,44.4,3.0,514.0,834.0,698,-0.16306954436450838,38.849508259717496,41.28362496878234,2.7805842258050295,2.8928205393981323,-0.03572648686728919,-0.07018862682922655,-0.07313859139832346
2630,Haxtun RE-2J,095,24.0,2.0,298.0,834.0,698,-0.16306954436450838,20.99973419444189,22.315472956098564,1.853722817203353,1.9285470262654216,-0.03572648686728919,-0.07018862682922655,-0.07313859139832346
2640,Aspen 1,097,128.1,5.0,1584.0,1946.0,1516,-0.22096608427543685,106.21750661398043,112.87256659352664,4.494709802887049,4.676135581780969,-0.06477288364380629,-0.11887145516372644,-0.10105803942259028
