school_year,level,source,target,students,self_loop,edge_type,source_raw,target_raw
2024-2025,middle,Angevine,Angevine,570,True,matrix,Angevine,Angevine
2024-2025,middle,Meadowlark,Angevine,12,False,matrix,Meadowlark,Angevine
2024-2025,middle,Louisville Middle,Angevine,6,False,matrix,Louisville Middle,Angevine
2024-2025,middle,Monarch K-8,Angevine,1,False,matrix,Monarch K-8,Angevine
2024-2025,middle,Platt,Meadowlark,3,False,matrix,Platt,Meadowlark
2024-2025,middle,Aspen Creek K-8,Meadowlark,1,False,matrix,Aspen Creek K-8,Meadowlark
2024-2025,middle,Angevine,Meadowlark,14,False,matrix,Angevine,Meadowlark
2024-2025,middle,Meadowlark,Meadowlark,187,True,matrix,Meadowlark,Meadowlark
2024-2025,middle,Manhattan,Louisville Middle,3,False,matrix,Manhattan,Louisville Middle
2024-2025,middle,Casey,Louisville Middle,1,False,matrix,Casey,Louisville Middle
2024-2025,middle,Centennial,Louisville Middle,2,False,matrix,Centennial,Louisville Middle
2024-2025,middle,Platt,Louisville Middle,18,False,matrix,Platt,Louisville Middle
2024-2025,middle,Southern Hills,Louisville Middle,1,False,matrix,Southern Hills,Louisville Middle
2024-2025,middle,Aspen Creek K-8,Louisville Middle,1,False,matrix,Aspen Creek K-8,Louisville Middle
2024-2025,middle,Angevine,Louisville Middle,69,False,matrix,Angevine,Louisville Middle
2024-2025,middle,Meadowlark,Louisville Middle,3,False,matrix,Meadowlark,Louisville Middle
2024-2025,middle,Louisville Middle,Louisville Middle,433,True,matrix,Louisville Middle,Louisville Middle
2024-2025,middle,Monarch K-8,Louisville Middle,65,False,matrix,Monarch K-8,Louisville Middle
2024-2025,middle,Eldorado K-8,Louisville Middle,10,False,matrix,Eldorado K-8,Louisville Middle
2024-2025,middle,Manhattan,Monarch K-8,2,False,matrix,Manhattan,Monarch K-8
2024-2025,middle,Platt,Monarch K-8,1,False,matrix,Platt,Monarch K-8
2024-2025,middle,Aspen Creek K-8,Monarch K-8,13,False,matrix,Aspen Creek K-8,Monarch K-8
2024-2025,middle,Broomfield Heights,Monarch K-8,7,False,matrix,Broomfield Heights,Monarch K-8
2024-2025,middle,Angevine,Monarch K-8,29,False,matrix,Angevine,Monarch K-8
2024-2025,middle,Meadowlark,Monarch K-8,2,False,matrix,Meadowlark,Monarch K-8
2024-2025,middle,Louisville Middle,Monarch K-8,12,False,matrix,Louisville Middle,Monarch K-8
2024-2025,middle,Monarch K-8,Monarch K-8,177,True,matrix,Monarch K-8,Monarch K-8
2024-2025,middle,Eldorado K-8,Monarch K-8,105,False,matrix,Eldorado K-8,Monarch K-8
2024-2025,middle,Platt,Eldorado K-8,1,False,matrix,Platt,Eldorado K-8
2024-2025,middle,Aspen Creek K-8,Eldorado K-8,2,False,matrix,Aspen Creek K-8,Eldorado K-8
2024-2025,middle,Broomfield Heights,Eldorado K-8,6,False,matrix,Broomfield Heights,Eldorado K-8
2024-2025,middle,Angevine,Eldorado K-8,1,False,matrix,Angevine,Eldorado K-8
2024-2025,middle,Louisville Middle,Eldorado K-8,1,False,matrix,Louisville Middle,Eldorado K-8
2024-2025,middle,Eldorado K-8,Eldorado K-8,212,True,matrix,Eldorado K-8,Eldorado K-8
2024-2025,middle,Angevine,Nederland,1,False,matrix,Angevine,Nederland
2024-2025,middle,Nederland,Nederland,94,True,matrix,Nederland,Nederland
2024-2025,middle,Manhattan,Boulder Universal,1,False,matrix,Manhattan,Boulder Universal
2024-2025,middle,Casey,Boulder Universal,1,False,matrix,Casey,Boulder Universal
2024-2025,middle,Centennial,Boulder Universal,2,False,matrix,Centennial,Boulder Universal
2024-2025,middle,Platt,Boulder Universal,2,False,matrix,Platt,Boulder Universal
2024-2025,middle,Southern Hills,Boulder Universal,1,False,matrix,Southern Hills,Boulder Universal
2024-2025,middle,Broomfield Heights,Boulder Universal,4,False,matrix,Broomfield Heights,Boulder Universal
2024-2025,middle,Angevine,Boulder Universal,6,False,matrix,Angevine,Boulder Universal
2024-2025,middle,Meadowlark,Boulder Universal,3,False,matrix,Meadowlark,Boulder Universal
2024-2025,middle,Louisville Middle,Boulder Universal,1,False,matrix,Louisville Middle,Boulder Universal
2024-2025,middle,Monarch K-8,Boulder Universal,1,False,matrix,Monarch K-8,Boulder Universal
2024-2025,middle,Eldorado K-8,Boulder Universal,1,False,matrix,Eldorado K-8,Boulder Universal
2024-2025,middle,Casey,Halcyon,1,False,matrix,Casey,Halcyon
2024-2025,middle,Centennial,Halcyon,1,False,matrix,Centennial,Halcyon
2024-2025,middle,Angevine,Halcyon,1,False,matrix,Angevine,Halcyon
2024-2025,middle,Manhattan,Horizons,26,False,matrix,Manhattan,Horizons
2024-2025,middle,Casey,Horizons,12,False,matrix,Casey,Horizons
2024-2025,middle,Centennial,Horizons,16,False,matrix,Centennial,Horizons
2024-2025,middle,Platt,Horizons,13,False,matrix,Platt,Horizons
2024-2025,middle,Southern Hills,Horizons,7,False,matrix,Southern Hills,Horizons
2024-2025,middle,Aspen Creek K-8,Horizons,1,False,matrix,Aspen Creek K-8,Horizons
2024-2025,middle,Broomfield Heights,Horizons,1,False,matrix,Broomfield Heights,Horizons
2024-2025,middle,Angevine,Horizons,16,False,matrix,Angevine,Horizons
2024-2025,middle,Meadowlark,Horizons,1,False,matrix,Meadowlark,Horizons
2024-2025,middle,Louisville Middle,Horizons,6,False,matrix,Louisville Middle,Horizons
2024-2025,middle,Monarch K-8,Horizons,7,False,matrix,Monarch K-8,Horizons
2024-2025,middle,Eldorado K-8,Horizons,3,False,matrix,Eldorado K-8,Horizons
2024-2025,middle,Nederland,Horizons,2,False,matrix,Nederland,Horizons
2024-2025,middle,Manhattan,Summit,60,False,matrix,Manhattan,Summit
2024-2025,middle,Casey,Summit,50,False,matrix,Casey,Summit
2024-2025,middle,Centennial,Summit,70,False,matrix,Centennial,Summit
2024-2025,middle,Platt,Summit,19,False,matrix,Platt,Summit
2024-2025,middle,Southern Hills,Summit,82,False,matrix,Southern Hills,Summit
2024-2025,middle,Aspen Creek K-8,Summit,1,False,matrix,Aspen Creek K-8,Summit
2024-2025,middle,Broomfield Heights,Summit,1,False,matrix,Broomfield Heights,Summit
2024-2025,middle,Angevine,Summit,12,False,matrix,Angevine,Summit
2024-2025,middle,Meadowlark,Summit,4,False,matrix,Meadowlark,Summit
2024-2025,middle,Louisville Middle,Summit,9,False,matrix,Louisville Middle,Summit
2024-2025,middle,Monarch K-8,Summit,12,False,matrix,Monarch K-8,Summit
2024-2025,middle,Eldorado K-8,Summit,38,False,matrix,Eldorado K-8,Summit
2024-2025,middle,Angevine,Justice High,3,False,matrix,Angevine,Justice High
2024-2025,middle,Manhattan,Peak to Peak,5,False,matrix,Manhattan,Peak to Peak
2024-2025,middle,Casey,Peak to Peak,4,False,matrix,Casey,Peak to Peak
2024-2025,middle,Centennial,Peak to Peak,4,False,matrix,Centennial,Peak to Peak
2024-2025,middle,Platt,Peak to Peak,7,False,matrix,Platt,Peak to Peak
2024-2025,middle,Aspen Creek K-8,Peak to Peak,27,False,matrix,Aspen Creek K-8,Peak to Peak
2024-2025,middle,Broomfield Heights,Peak to Peak,11,False,matrix,Broomfield Heights,Peak to Peak
2024-2025,middle,Angevine,Peak to Peak,145,False,matrix,Angevine,Peak to Peak
2024-2025,middle,Meadowlark,Peak to Peak,66,False,matrix,Meadowlark,Peak to Peak
2024-2025,middle,Louisville Middle,Peak to Peak,27,False,matrix,Louisville Middle,Peak to Peak
2024-2025,middle,Monarch K-8,Peak to Peak,14,False,matrix,Monarch K-8,Peak to Peak
2024-2025,middle,Eldorado K-8,Peak to Peak,22,False,matrix,Eldorado K-8,Peak to Peak
2024-2025,middle,OUTSIDE_DISTRICT,Manhattan,39,False,oe_from_outside_district,OUTSIDE_DISTRICT,Manhattan
2024-2025,middle,UNMATCHED_ADDRESS,Manhattan,2,False,unmatched_addresses,UNMATCHED_ADDRESS,Manhattan
2024-2025,middle,PLACEMENT,Manhattan,27,False,placements_into_school,PLACEMENT,Manhattan
2024-2025,middle,OUTSIDE_DISTRICT,Casey,12,False,oe_from_outside_district,OUTSIDE_DISTRICT,Casey
2024-2025,middle,PLACEMENT,Casey,4,False,placements_into_school,PLACEMENT,Casey
2024-2025,middle,OUTSIDE_DISTRICT,Centennial,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Centennial
2024-2025,middle,UNMATCHED_ADDRESS,Centennial,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Centennial
2024-2025,middle,PLACEMENT,Centennial,2,False,placements_into_school,PLACEMENT,Centennial
2024-2025,middle,OUTSIDE_DISTRICT,Platt,16,False,oe_from_outside_district,OUTSIDE_DISTRICT,Platt
2024-2025,middle,PLACEMENT,Platt,12,False,placements_into_school,PLACEMENT,Platt
2024-2025,middle,OUTSIDE_DISTRICT,Southern Hills,24,False,oe_from_outside_district,OUTSIDE_DISTRICT,Southern Hills
2024-2025,middle,UNMATCHED_ADDRESS,Southern Hills,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Southern Hills
2024-2025,middle,PLACEMENT,Southern Hills,5,False,placements_into_school,PLACEMENT,Southern Hills
2024-2025,middle,OUTSIDE_DISTRICT,Aspen Creek K-8,100,False,oe_from_outside_district,OUTSIDE_DISTRICT,Aspen Creek K-8
2024-2025,middle,PLACEMENT,Aspen Creek K-8,9,False,placements_into_school,PLACEMENT,Aspen Creek K-8
2024-2025,middle,OUTSIDE_DISTRICT,Broomfield Heights,145,False,oe_from_outside_district,OUTSIDE_DISTRICT,Broomfield Heights
2024-2025,middle,UNMATCHED_ADDRESS,Broomfield Heights,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Broomfield Heights
2024-2025,middle,PLACEMENT,Broomfield Heights,7,False,placements_into_school,PLACEMENT,Broomfield Heights
2024-2025,middle,OUTSIDE_DISTRICT,Angevine,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Angevine
2024-2025,middle,UNMATCHED_ADDRESS,Angevine,2,False,unmatched_addresses,UNMATCHED_ADDRESS,Angevine
2024-2025,middle,PLACEMENT,Angevine,9,False,placements_into_school,PLACEMENT,Angevine
2024-2025,middle,OUTSIDE_DISTRICT,Meadowlark,19,False,oe_from_outside_district,OUTSIDE_DISTRICT,Meadowlark
2024-2025,middle,PLACEMENT,Meadowlark,2,False,placements_into_school,PLACEMENT,Meadowlark
2024-2025,middle,OUTSIDE_DISTRICT,Louisville Middle,10,False,oe_from_outside_district,OUTSIDE_DISTRICT,Louisville Middle
2024-2025,middle,PLACEMENT,Louisville Middle,11,False,placements_into_school,PLACEMENT,Louisville Middle
2024-2025,middle,OUTSIDE_DISTRICT,Monarch K-8,36,False,oe_from_outside_district,OUTSIDE_DISTRICT,Monarch K-8
2024-2025,middle,PLACEMENT,Monarch K-8,14,False,placements_into_school,PLACEMENT,Monarch K-8
2024-2025,middle,OUTSIDE_DISTRICT,Eldorado K-8,9,False,oe_from_outside_district,OUTSIDE_DISTRICT,Eldorado K-8
2024-2025,middle,PLACEMENT,Eldorado K-8,8,False,placements_into_school,PLACEMENT,Eldorado K-8
2024-2025,middle,OUTSIDE_DISTRICT,Nederland,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Nederland
2024-2025,middle,OUTSIDE_DISTRICT,Boulder Universal,22,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder Universal
2024-2025,middle,PLACEMENT,Boulder Universal,4,False,placements_into_school,PLACEMENT,Boulder Universal
2024-2025,middle,PLACEMENT,Halcyon,4,False,placements_into_school,PLACEMENT,Halcyon
2024-2025,middle,OUTSIDE_DISTRICT,Horizons,6,False,oe_from_outside_district,OUTSIDE_DISTRICT,Horizons
2024-2025,middle,PLACEMENT,Horizons,3,False,placements_into_school,PLACEMENT,Horizons
2024-2025,middle,OUTSIDE_DISTRICT,Summit,3,False,oe_from_outside_district,OUTSIDE_DISTRICT,Summit
2024-2025,middle,UNMATCHED_ADDRESS,Summit,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Summit
2024-2025,middle,PLACEMENT,Summit,4,False,placements_into_school,PLACEMENT,Summit
2024-2025,middle,OUTSIDE_DISTRICT,Justice High,3,False,oe_from_outside_district,OUTSIDE_DISTRICT,Justice High
2024-2025,middle,PLACEMENT,Justice High,3,False,placements_into_school,PLACEMENT,Justice High
2024-2025,middle,OUTSIDE_DISTRICT,Peak to Peak,70,False,oe_from_outside_district,OUTSIDE_DISTRICT,Peak to Peak
2024-2025,middle,UNMATCHED_ADDRESS,Peak to Peak,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Peak to Peak
2024-2025,middle,PLACEMENT,Peak to Peak,1,False,placements_into_school,PLACEMENT,Peak to Peak
2025-2026,elementary,Bear Creek,Bear Creek,131,True,matrix,Bear Creek*,Bear Creek *
2025-2026,elementary,Columbine,Bear Creek,2,False,matrix,Columbine,Bear Creek *
2025-2026,elementary,Creekside,Bear Creek,13,False,matrix,Creekside*,Bear Creek *
2025-2026,elementary,Crest View,Bear Creek,4,False,matrix,Crest View,Bear Creek *
2025-2026,elementary,Douglass,Bear Creek,4,False,matrix,Douglass,Bear Creek *
2025-2026,elementary,Eisenhower,Bear Creek,2,False,matrix,Eisenhower,Bear Creek *
2025-2026,elementary,Flatirons,Bear Creek,4,False,matrix,Flatirons,Bear Creek *
2025-2026,elementary,Mesa,Bear Creek,27,False,matrix,Mesa*,Bear Creek *
2025-2026,elementary,Whittier,Bear Creek,2,False,matrix,Whittier,Bear Creek *
2025-2026,elementary,Optional Bear Creek/Creekside,Bear Creek,15,False,matrix,Optional Bear Creek/ Creekside,Bear Creek *
2025-2026,elementary,Optional Bear Creek/Mesa,Bear Creek,70,False,matrix,Optional Bear Creek/Mesa,Bear Creek *
2025-2026,elementary,Lafayette,Bear Creek,2,False,matrix,Lafayette,Bear Creek *
2025-2026,elementary,Ryan,Bear Creek,1,False,matrix,Ryan,Bear Creek *
2025-2026,elementary,Sanchez,Bear Creek,1,False,matrix,Sanchez,Bear Creek *
2025-2026,elementary,Coal Creek,Bear Creek,4,False,matrix,Coal Creek,Bear Creek *
2025-2026,elementary,Fireside,Bear Creek,2,False,matrix,Fireside,Bear Creek *
2025-2026,elementary,Louisville,Bear Creek,1,False,matrix,Louisville,Bear Creek *
2025-2026,elementary,Superior,Bear Creek,1,False,matrix,Superior,Bear Creek *
2025-2026,elementary,Columbine,Columbine,221,True,matrix,Columbine,Columbine
2025-2026,elementary,Creekside,Columbine,1,False,matrix,Creekside*,Columbine
2025-2026,elementary,Crest View,Columbine,38,False,matrix,Crest View,Columbine
2025-2026,elementary,Eisenhower,Columbine,4,False,matrix,Eisenhower,Columbine
2025-2026,elementary,Foothill,Columbine,7,False,matrix,Foothill,Columbine
2025-2026,elementary,Heatherwood,Columbine,5,False,matrix,Heatherwood,Columbine
2025-2026,elementary,Mesa,Columbine,1,False,matrix,Mesa*,Columbine
2025-2026,elementary,Whittier,Columbine,10,False,matrix,Whittier,Columbine
2025-2026,elementary,Kohl,Columbine,1,False,matrix,Kohl,Columbine
2025-2026,elementary,Meadowlark,Columbine,1,False,matrix,Meadowlark,Columbine
2025-2026,elementary,Louisville,Columbine,1,False,matrix,Louisville,Columbine
2025-2026,elementary,Bear Creek,Creekside,1,False,matrix,Bear Creek*,Creekside *
2025-2026,elementary,Columbine,Creekside,4,False,matrix,Columbine,Creekside *
2025-2026,elementary,Creekside,Creekside,235,True,matrix,Creekside*,Creekside *
2025-2026,elementary,Crest View,Creekside,4,False,matrix,Crest View,Creekside *
2025-2026,elementary,Douglass,Creekside,1,False,matrix,Douglass,Creekside *
2025-2026,elementary,Eisenhower,Creekside,11,False,matrix,Eisenhower,Creekside *
2025-2026,elementary,Heatherwood,Creekside,1,False,matrix,Heatherwood,Creekside *
2025-2026,elementary,Mesa,Creekside,1,False,matrix,Mesa*,Creekside *
2025-2026,elementary,Whittier,Creekside,5,False,matrix,Whittier,Creekside *
2025-2026,elementary,Optional Bear Creek/Creekside,Creekside,5,False,matrix,Optional Bear Creek/ Creekside,Creekside *
2025-2026,elementary,Optional Bear Creek/Mesa,Creekside,3,False,matrix,Optional Bear Creek/Mesa,Creekside *
2025-2026,elementary,Emerald,Creekside,1,False,matrix,Emerald,Creekside *
2025-2026,elementary,Sanchez,Creekside,2,False,matrix,Sanchez,Creekside *
2025-2026,elementary,Meadowlark,Creekside,1,False,matrix,Meadowlark,Creekside *
2025-2026,elementary,Nederland,Creekside,2,False,matrix,Nederland,Creekside *
2025-2026,elementary,Columbine,Crest View,6,False,matrix,Columbine,Crest View
2025-2026,elementary,Creekside,Crest View,1,False,matrix,Creekside*,Crest View
2025-2026,elementary,Crest View,Crest View,303,True,matrix,Crest View,Crest View
2025-2026,elementary,Flatirons,Crest View,1,False,matrix,Flatirons,Crest View
2025-2026,elementary,Foothill,Crest View,2,False,matrix,Foothill,Crest View
2025-2026,elementary,Heatherwood,Crest View,2,False,matrix,Heatherwood,Crest View
2025-2026,elementary,Whittier,Crest View,2,False,matrix,Whittier,Crest View
2025-2026,elementary,Nederland,Crest View,2,False,matrix,Nederland,Crest View
2025-2026,elementary,Columbine,Douglass,1,False,matrix,Columbine,Douglass
2025-2026,elementary,Crest View,Douglass,2,False,matrix,Crest View,Douglass
2025-2026,elementary,Douglass,Douglass,164,True,matrix,Douglass,Douglass
2025-2026,elementary,Eisenhower,Douglass,2,False,matrix,Eisenhower,Douglass
2025-2026,elementary,Heatherwood,Douglass,23,False,matrix,Heatherwood,Douglass
2025-2026,elementary,Birch,Douglass,1,False,matrix,Birch,Douglass
2025-2026,elementary,Lafayette,Douglass,39,False,matrix,Lafayette,Douglass
2025-2026,elementary,Sanchez,Douglass,11,False,matrix,Sanchez,Douglass
2025-2026,elementary,Meadowlark,Douglass,5,False,matrix,Meadowlark,Douglass
2025-2026,elementary,Coal Creek,Douglass,7,False,matrix,Coal Creek,Douglass
2025-2026,elementary,Louisville,Douglass,3,False,matrix,Louisville,Douglass
2025-2026,elementary,Eldorado K-8,Douglass,1,False,matrix,Eldorado K-8,Douglass
2025-2026,elementary,Columbine,Eisenhower,12,False,matrix,Columbine,Eisenhower
2025-2026,elementary,Creekside,Eisenhower,4,False,matrix,Creekside*,Eisenhower
2025-2026,elementary,Crest View,Eisenhower,4,False,matrix,Crest View,Eisenhower
2025-2026,elementary,Douglass,Eisenhower,11,False,matrix,Douglass,Eisenhower
2025-2026,elementary,Eisenhower,Eisenhower,206,True,matrix,Eisenhower,Eisenhower
2025-2026,elementary,Heatherwood,Eisenhower,3,False,matrix,Heatherwood,Eisenhower
2025-2026,elementary,Whittier,Eisenhower,3,False,matrix,Whittier,Eisenhower
2025-2026,elementary,Kohl,Eisenhower,2,False,matrix,Kohl,Eisenhower
2025-2026,elementary,Ryan,Eisenhower,2,False,matrix,Ryan,Eisenhower
2025-2026,elementary,Sanchez,Eisenhower,1,False,matrix,Sanchez,Eisenhower
2025-2026,elementary,Meadowlark,Eisenhower,1,False,matrix,Meadowlark,Eisenhower
2025-2026,elementary,Jamestown,Eisenhower,1,False,matrix,Jamestown,Eisenhower
2025-2026,elementary,Nederland,Eisenhower,1,False,matrix,Nederland,Eisenhower
2025-2026,elementary,Columbine,Flatirons,8,False,matrix,Columbine,Flatirons
2025-2026,elementary,Creekside,Flatirons,3,False,matrix,Creekside*,Flatirons
2025-2026,elementary,Flatirons,Flatirons,116,True,matrix,Flatirons,Flatirons
2025-2026,elementary,Foothill,Flatirons,5,False,matrix,Foothill,Flatirons
2025-2026,elementary,Whittier,Flatirons,6,False,matrix,Whittier,Flatirons
2025-2026,elementary,Emerald,Flatirons,1,False,matrix,Emerald,Flatirons
2025-2026,elementary,Gold Hill,Flatirons,1,False,matrix,Gold Hill,Flatirons
2025-2026,elementary,Columbine,Foothill,44,False,matrix,Columbine,Foothill
2025-2026,elementary,Crest View,Foothill,49,False,matrix,Crest View,Foothill
2025-2026,elementary,Flatirons,Foothill,4,False,matrix,Flatirons,Foothill
2025-2026,elementary,Foothill,Foothill,304,True,matrix,Foothill,Foothill
2025-2026,elementary,Heatherwood,Foothill,2,False,matrix,Heatherwood,Foothill
2025-2026,elementary,Whittier,Foothill,10,False,matrix,Whittier,Foothill
2025-2026,elementary,Kohl,Foothill,1,False,matrix,Kohl,Foothill
2025-2026,elementary,Lafayette,Foothill,2,False,matrix,Lafayette,Foothill
2025-2026,elementary,Monarch K-8,Foothill,3,False,matrix,Monarch K-8,Foothill
2025-2026,elementary,Creekside,Heatherwood,1,False,matrix,Creekside*,Heatherwood
2025-2026,elementary,Crest View,Heatherwood,12,False,matrix,Crest View,Heatherwood
2025-2026,elementary,Douglass,Heatherwood,1,False,matrix,Douglass,Heatherwood
2025-2026,elementary,Eisenhower,Heatherwood,1,False,matrix,Eisenhower,Heatherwood
2025-2026,elementary,Heatherwood,Heatherwood,190,True,matrix,Heatherwood,Heatherwood
2025-2026,elementary,Ryan,Heatherwood,1,False,matrix,Ryan,Heatherwood
2025-2026,elementary,Meadowlark,Heatherwood,1,False,matrix,Meadowlark,Heatherwood
2025-2026,elementary,Bear Creek,Mesa,16,False,matrix,Bear Creek*,Mesa *
2025-2026,elementary,Columbine,Mesa,1,False,matrix,Columbine,Mesa *
2025-2026,elementary,Creekside,Mesa,13,False,matrix,Creekside*,Mesa *
2025-2026,elementary,Crest View,Mesa,3,False,matrix,Crest View,Mesa *
2025-2026,elementary,Douglass,Mesa,1,False,matrix,Douglass,Mesa *
2025-2026,elementary,Eisenhower,Mesa,1,False,matrix,Eisenhower,Mesa *
2025-2026,elementary,Flatirons,Mesa,1,False,matrix,Flatirons,Mesa *
2025-2026,elementary,Heatherwood,Mesa,1,False,matrix,Heatherwood,Mesa *
2025-2026,elementary,Mesa,Mesa,118,True,matrix,Mesa*,Mesa *
2025-2026,elementary,Whittier,Mesa,1,False,matrix,Whittier,Mesa *
2025-2026,elementary,Optional Bear Creek/Mesa,Mesa,38,False,matrix,Optional Bear Creek/Mesa,Mesa *
2025-2026,elementary,Lafayette,Mesa,3,False,matrix,Lafayette,Mesa *
2025-2026,elementary,Meadowlark,Mesa,1,False,matrix,Meadowlark,Mesa *
2025-2026,elementary,Fireside,Mesa,1,False,matrix,Fireside,Mesa *
