school_year,level,source,target,students,self_loop,edge_type,source_raw,target_raw
2016-2017,elementary,Foothill,High Peaks,17,False,matrix,Foothill,High Peaks
2016-2017,elementary,Heatherwood,High Peaks,6,False,matrix,Heatherwood,High Peaks
2016-2017,elementary,Mesa,High Peaks,3,False,matrix,Mesa*,High Peaks
2016-2017,elementary,Whittier,High Peaks,5,False,matrix,Whittier,High Peaks
2016-2017,elementary,Optional Bear Creek/Creekside,High Peaks,1,False,matrix,Optional Bear Creek/ Creekside,High Peaks
2016-2017,elementary,Optional Bear Creek/Mesa,High Peaks,1,False,matrix,Optional Bear Creek/Mesa,High Peaks
2016-2017,elementary,Aspen Creek K-8,High Peaks,2,False,matrix,Aspen Creek K-8,High Peaks
2016-2017,elementary,Lafayette,High Peaks,19,False,matrix,Lafayette,High Peaks
2016-2017,elementary,Ryan,High Peaks,3,False,matrix,Ryan,High Peaks
2016-2017,elementary,Coal Creek,High Peaks,4,False,matrix,Coal Creek,High Peaks
2016-2017,elementary,Fireside,High Peaks,9,False,matrix,Fireside,High Peaks
2016-2017,elementary,Louisville,High Peaks,1,False,matrix,Louisville,High Peaks
2016-2017,elementary,Monarch K-8,High Peaks,4,False,matrix,Monarch K-8,High Peaks
2016-2017,elementary,Eldorado K-8,High Peaks,8,False,matrix,Eldorado K-8,High Peaks
2016-2017,elementary,Superior,High Peaks,5,False,matrix,Superior,High Peaks
2016-2017,elementary,Nederland,High Peaks,4,False,matrix,Nederland,High Peaks
2016-2017,elementary,Bear Creek,Community Montessori,1,False,matrix,Bear Creek*,Comm. Montessori
2016-2017,elementary,Columbine,Community Montessori,16,False,matrix,Columbine,Comm. Montessori
2016-2017,elementary,Creekside,Community Montessori,37,False,matrix,Creekside*,Comm. Montessori
2016-2017,elementary,Crest View,Community Montessori,28,False,matrix,Crest View,Comm. Montessori
2016-2017,elementary,Douglass,Community Montessori,9,False,matrix,Douglass,Comm. Montessori
2016-2017,elementary,Eisenhower,Community Montessori,17,False,matrix,Eisenhower,Comm. Montessori
2016-2017,elementary,Flatirons,Community Montessori,3,False,matrix,Flatirons,Comm. Montessori
2016-2017,elementary,Foothill,Community Montessori,7,False,matrix,Foothill,Comm. Montessori
2016-2017,elementary,Heatherwood,Community Montessori,9,False,matrix,Heatherwood,Comm. Montessori
2016-2017,elementary,Mesa,Community Montessori,16,False,matrix,Mesa*,Comm. Montessori
2016-2017,elementary,Whittier,Community Montessori,6,False,matrix,Whittier,Comm. Montessori
2016-2017,elementary,Optional Bear Creek/Mesa,Community Montessori,16,False,matrix,Optional Bear Creek/Mesa,Comm. Montessori
2016-2017,elementary,Aspen Creek K-8,Community Montessori,2,False,matrix,Aspen Creek K-8,Comm. Montessori
2016-2017,elementary,Birch,Community Montessori,2,False,matrix,Birch,Comm. Montessori
2016-2017,elementary,Emerald,Community Montessori,2,False,matrix,Emerald,Comm. Montessori
2016-2017,elementary,Kohl,Community Montessori,4,False,matrix,Kohl,Comm. Montessori
2016-2017,elementary,Lafayette,Community Montessori,9,False,matrix,Lafayette,Comm. Montessori
2016-2017,elementary,Ryan,Community Montessori,10,False,matrix,Ryan,Comm. Montessori
2016-2017,elementary,Sanchez,Community Montessori,9,False,matrix,Sanchez,Comm. Montessori
2016-2017,elementary,Coal Creek,Community Montessori,13,False,matrix,Coal Creek,Comm. Montessori
2016-2017,elementary,Fireside,Community Montessori,7,False,matrix,Fireside,Comm. Montessori
2016-2017,elementary,Louisville,Community Montessori,3,False,matrix,Louisville,Comm. Montessori
2016-2017,elementary,Monarch K-8,Community Montessori,4,False,matrix,Monarch K-8,Comm. Montessori
2016-2017,elementary,Eldorado K-8,Community Montessori,4,False,matrix,Eldorado K-8,Comm. Montessori
2016-2017,elementary,Nederland,Community Montessori,1,False,matrix,Nederland,Comm. Montessori
2016-2017,elementary,Bear Creek,University Hill International,2,False,matrix,Bear Creek*,Uni-Hill Int.
2016-2017,elementary,Columbine,University Hill International,82,False,matrix,Columbine,Uni-Hill Int.
2016-2017,elementary,Creekside,University Hill International,46,False,matrix,Creekside*,Uni-Hill Int.
2016-2017,elementary,Crest View,University Hill International,84,False,matrix,Crest View,Uni-Hill Int.
2016-2017,elementary,Douglass,University Hill International,1,False,matrix,Douglass,Uni-Hill Int.
2016-2017,elementary,Eisenhower,University Hill International,33,False,matrix,Eisenhower,Uni-Hill Int.
2016-2017,elementary,Flatirons,University Hill International,18,False,matrix,Flatirons,Uni-Hill Int.
2016-2017,elementary,Foothill,University Hill International,30,False,matrix,Foothill,Uni-Hill Int.
2016-2017,elementary,Heatherwood,University Hill International,4,False,matrix,Heatherwood,Uni-Hill Int.
2016-2017,elementary,Mesa,University Hill International,4,False,matrix,Mesa*,Uni-Hill Int.
2016-2017,elementary,Whittier,University Hill International,39,False,matrix,Whittier,Uni-Hill Int.
2016-2017,elementary,Optional Bear Creek/Creekside,University Hill International,1,False,matrix,Optional Bear Creek/ Creekside,Uni-Hill Int.
2016-2017,elementary,Optional Bear Creek/Mesa,University Hill International,4,False,matrix,Optional Bear Creek/Mesa,Uni-Hill Int.
2016-2017,elementary,Aspen Creek K-8,University Hill International,4,False,matrix,Aspen Creek K-8,Uni-Hill Int.
2016-2017,elementary,Emerald,University Hill International,1,False,matrix,Emerald,Uni-Hill Int.
2016-2017,elementary,Kohl,University Hill International,1,False,matrix,Kohl,Uni-Hill Int.
2016-2017,elementary,Lafayette,University Hill International,6,False,matrix,Lafayette,Uni-Hill Int.
2016-2017,elementary,Ryan,University Hill International,2,False,matrix,Ryan,Uni-Hill Int.
2016-2017,elementary,Sanchez,University Hill International,3,False,matrix,Sanchez,Uni-Hill Int.
2016-2017,elementary,Fireside,University Hill International,2,False,matrix,Fireside,Uni-Hill Int.
2016-2017,elementary,Louisville,University Hill International,4,False,matrix,Louisville,Uni-Hill Int.
2016-2017,elementary,Superior,University Hill International,1,False,matrix,Superior,Uni-Hill Int.
2016-2017,elementary,Nederland,University Hill International,1,False,matrix,Nederland,Uni-Hill Int.
2016-2017,elementary,Douglass,Pioneer,5,False,matrix,Douglass,Pioneer
2016-2017,elementary,Heatherwood,Pioneer,1,False,matrix,Heatherwood,Pioneer
2016-2017,elementary,Aspen Creek K-8,Pioneer,10,False,matrix,Aspen Creek K-8,Pioneer
2016-2017,elementary,Birch,Pioneer,8,False,matrix,Birch,Pioneer
2016-2017,elementary,Emerald,Pioneer,6,False,matrix,Emerald,Pioneer
2016-2017,elementary,Kohl,Pioneer,3,False,matrix,Kohl,Pioneer
2016-2017,elementary,Lafayette,Pioneer,77,False,matrix,Lafayette,Pioneer
2016-2017,elementary,Ryan,Pioneer,61,False,matrix,Ryan,Pioneer
2016-2017,elementary,Sanchez,Pioneer,153,False,matrix,Sanchez,Pioneer
2016-2017,elementary,Coal Creek,Pioneer,7,False,matrix,Coal Creek,Pioneer
2016-2017,elementary,Louisville,Pioneer,11,False,matrix,Louisville,Pioneer
2016-2017,elementary,Bear Creek,Horizons,6,False,matrix,Bear Creek*,Horizons
2016-2017,elementary,Columbine,Horizons,31,False,matrix,Columbine,Horizons
2016-2017,elementary,Creekside,Horizons,24,False,matrix,Creekside*,Horizons
2016-2017,elementary,Crest View,Horizons,38,False,matrix,Crest View,Horizons
2016-2017,elementary,Douglass,Horizons,9,False,matrix,Douglass,Horizons
2016-2017,elementary,Eisenhower,Horizons,30,False,matrix,Eisenhower,Horizons
2016-2017,elementary,Flatirons,Horizons,10,False,matrix,Flatirons,Horizons
2016-2017,elementary,Foothill,Horizons,18,False,matrix,Foothill,Horizons
2016-2017,elementary,Heatherwood,Horizons,8,False,matrix,Heatherwood,Horizons
2016-2017,elementary,Mesa,Horizons,3,False,matrix,Mesa*,Horizons
2016-2017,elementary,Whittier,Horizons,6,False,matrix,Whittier,Horizons
2016-2017,elementary,Optional Bear Creek/Mesa,Horizons,6,False,matrix,Optional Bear Creek/Mesa,Horizons
2016-2017,elementary,Lafayette,Horizons,11,False,matrix,Lafayette,Horizons
2016-2017,elementary,Ryan,Horizons,3,False,matrix,Ryan,Horizons
2016-2017,elementary,Sanchez,Horizons,4,False,matrix,Sanchez,Horizons
2016-2017,elementary,Coal Creek,Horizons,6,False,matrix,Coal Creek,Horizons
2016-2017,elementary,Fireside,Horizons,2,False,matrix,Fireside,Horizons
2016-2017,elementary,Louisville,Horizons,5,False,matrix,Louisville,Horizons
2016-2017,elementary,Monarch K-8,Horizons,1,False,matrix,Monarch K-8,Horizons
2016-2017,elementary,Eldorado K-8,Horizons,2,False,matrix,Eldorado K-8,Horizons
2016-2017,elementary,Superior,Horizons,2,False,matrix,Superior,Horizons
2016-2017,elementary,Nederland,Horizons,2,False,matrix,Nederland,Horizons
2016-2017,elementary,Bear Creek,Peak to Peak,1,False,matrix,Bear Creek*,Peak to Peak
2016-2017,elementary,Creekside,Peak to Peak,1,False,matrix,Creekside*,Peak to Peak
2016-2017,elementary,Douglass,Peak to Peak,2,False,matrix,Douglass,Peak to Peak
2016-2017,elementary,Eisenhower,Peak to Peak,1,False,matrix,Eisenhower,Peak to Peak
2016-2017,elementary,Heatherwood,Peak to Peak,2,False,matrix,Heatherwood,Peak to Peak
2016-2017,elementary,Optional Bear Creek/Creekside,Peak to Peak,1,False,matrix,Optional Bear Creek/ Creekside,Peak to Peak
2016-2017,elementary,Aspen Creek K-8,Peak to Peak,35,False,matrix,Aspen Creek K-8,Peak to Peak
2016-2017,elementary,Birch,Peak to Peak,17,False,matrix,Birch,Peak to Peak
2016-2017,elementary,Emerald,Peak to Peak,4,False,matrix,Emerald,Peak to Peak
2016-2017,elementary,Kohl,Peak to Peak,10,False,matrix,Kohl,Peak to Peak
2016-2017,elementary,Lafayette,Peak to Peak,91,False,matrix,Lafayette,Peak to Peak
2016-2017,elementary,Ryan,Peak to Peak,50,False,matrix,Ryan,Peak to Peak
2016-2017,elementary,Sanchez,Peak to Peak,35,False,matrix,Sanchez,Peak to Peak
2016-2017,elementary,Coal Creek,Peak to Peak,8,False,matrix,Coal Creek,Peak to Peak
2016-2017,elementary,Fireside,Peak to Peak,8,False,matrix,Fireside,Peak to Peak
2016-2017,elementary,Louisville,Peak to Peak,19,False,matrix,Louisville,Peak to Peak
2016-2017,elementary,Monarch K-8,Peak to Peak,9,False,matrix,Monarch K-8,Peak to Peak
2016-2017,elementary,Eldorado K-8,Peak to Peak,21,False,matrix,Eldorado K-8,Peak to Peak
2016-2017,elementary,Superior,Peak to Peak,12,False,matrix,Superior,Peak to Peak
2016-2017,elementary,OUTSIDE_DISTRICT,Bear Creek,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Bear Creek *
2016-2017,elementary,PLACEMENT,Bear Creek,1,False,placements_into_school,PLACEMENT,Bear Creek *
2016-2017,elementary,OUTSIDE_DISTRICT,Columbine,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Columbine
2016-2017,elementary,UNMATCHED_ADDRESS,Columbine,3,False,unmatched_addresses,UNMATCHED_ADDRESS,Columbine
2016-2017,elementary,PLACEMENT,Columbine,6,False,placements_into_school,PLACEMENT,Columbine
2016-2017,elementary,OUTSIDE_DISTRICT,Creekside,5,False,oe_from_outside_district,OUTSIDE_DISTRICT,Creekside *
2016-2017,elementary,UNMATCHED_ADDRESS,Creekside,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Creekside *
2016-2017,elementary,PLACEMENT,Creekside,14,False,placements_into_school,PLACEMENT,Creekside *
2016-2017,elementary,OUTSIDE_DISTRICT,Crest View,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Crest View
2016-2017,elementary,PLACEMENT,Crest View,8,False,placements_into_school,PLACEMENT,Crest View
2016-2017,elementary,OUTSIDE_DISTRICT,Douglass,8,False,oe_from_outside_district,OUTSIDE_DISTRICT,Douglass
2016-2017,elementary,PLACEMENT,Douglass,2,False,placements_into_school,PLACEMENT,Douglass
2016-2017,elementary,OUTSIDE_DISTRICT,Eisenhower,3,False,oe_from_outside_district,OUTSIDE_DISTRICT,Eisenhower
2016-2017,elementary,PLACEMENT,Eisenhower,21,False,placements_into_school,PLACEMENT,Eisenhower
2016-2017,elementary,OUTSIDE_DISTRICT,Flatirons,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Flatirons
2016-2017,elementary,OUTSIDE_DISTRICT,Foothill,3,False,oe_from_outside_district,OUTSIDE_DISTRICT,Foothill
2016-2017,elementary,PLACEMENT,Foothill,8,False,placements_into_school,PLACEMENT,Foothill
2016-2017,elementary,OUTSIDE_DISTRICT,Heatherwood,17,False,oe_from_outside_district,OUTSIDE_DISTRICT,Heatherwood
2016-2017,elementary,PLACEMENT,Heatherwood,7,False,placements_into_school,PLACEMENT,Heatherwood
2016-2017,elementary,OUTSIDE_DISTRICT,Mesa,3,False,oe_from_outside_district,OUTSIDE_DISTRICT,Mesa *
2016-2017,elementary,PLACEMENT,Mesa,7,False,placements_into_school,PLACEMENT,Mesa *
2016-2017,elementary,OUTSIDE_DISTRICT,Whittier,9,False,oe_from_outside_district,OUTSIDE_DISTRICT,Whittier
2016-2017,elementary,OUTSIDE_DISTRICT,Aspen Creek K-8,56,False,oe_from_outside_district,OUTSIDE_DISTRICT,Aspen Creek K-8
2016-2017,elementary,UNMATCHED_ADDRESS,Aspen Creek K-8,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Aspen Creek K-8
2016-2017,elementary,PLACEMENT,Aspen Creek K-8,7,False,placements_into_school,PLACEMENT,Aspen Creek K-8
2016-2017,elementary,OUTSIDE_DISTRICT,Birch,64,False,oe_from_outside_district,OUTSIDE_DISTRICT,Birch
2016-2017,elementary,PLACEMENT,Birch,15,False,placements_into_school,PLACEMENT,Birch
2016-2017,elementary,OUTSIDE_DISTRICT,Emerald,55,False,oe_from_outside_district,OUTSIDE_DISTRICT,Emerald
2016-2017,elementary,UNMATCHED_ADDRESS,Emerald,4,False,unmatched_addresses,UNMATCHED_ADDRESS,Emerald
2016-2017,elementary,PLACEMENT,Emerald,5,False,placements_into_school,PLACEMENT,Emerald
2016-2017,elementary,OUTSIDE_DISTRICT,Kohl,77,False,oe_from_outside_district,OUTSIDE_DISTRICT,Kohl
2016-2017,elementary,PLACEMENT,Kohl,9,False,placements_into_school,PLACEMENT,Kohl
2016-2017,elementary,OUTSIDE_DISTRICT,Lafayette,14,False,oe_from_outside_district,OUTSIDE_DISTRICT,Lafayette Elem.
2016-2017,elementary,PLACEMENT,Lafayette,6,False,placements_into_school,PLACEMENT,Lafayette Elem.
2016-2017,elementary,OUTSIDE_DISTRICT,Ryan,17,False,oe_from_outside_district,OUTSIDE_DISTRICT,Ryan
2016-2017,elementary,UNMATCHED_ADDRESS,Ryan,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Ryan
2016-2017,elementary,PLACEMENT,Ryan,8,False,placements_into_school,PLACEMENT,Ryan
2016-2017,elementary,OUTSIDE_DISTRICT,Sanchez,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Sanchez
2016-2017,elementary,UNMATCHED_ADDRESS,Sanchez,3,False,unmatched_addresses,UNMATCHED_ADDRESS,Sanchez
2016-2017,elementary,PLACEMENT,Sanchez,5,False,placements_into_school,PLACEMENT,Sanchez
2016-2017,elementary,OUTSIDE_DISTRICT,Coal Creek,9,False,oe_from_outside_district,OUTSIDE_DISTRICT,Coal Creek
2016-2017,elementary,PLACEMENT,Coal Creek,1,False,placements_into_school,PLACEMENT,Coal Creek
2016-2017,elementary,OUTSIDE_DISTRICT,Fireside,10,False,oe_from_outside_district,OUTSIDE_DISTRICT,Fireside
2016-2017,elementary,PLACEMENT,Fireside,16,False,placements_into_school,PLACEMENT,Fireside
2016-2017,elementary,OUTSIDE_DISTRICT,Louisville,1,False,oe_from_outside_district,OUTSIDE_DISTRICT,Louisville Elem.
2016-2017,elementary,UNMATCHED_ADDRESS,Louisville,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Louisville Elem.
2016-2017,elementary,PLACEMENT,Louisville,9,False,placements_into_school,PLACEMENT,Louisville Elem.
2016-2017,elementary,OUTSIDE_DISTRICT,Monarch K-8,39,False,oe_from_outside_district,OUTSIDE_DISTRICT,Monarch K-8
2016-2017,elementary,UNMATCHED_ADDRESS,Monarch K-8,2,False,unmatched_addresses,UNMATCHED_ADDRESS,Monarch K-8
2016-2017,elementary,PLACEMENT,Monarch K-8,8,False,placements_into_school,PLACEMENT,Monarch K-8
2016-2017,elementary,OUTSIDE_DISTRICT,Eldorado K-8,27,False,oe_from_outside_district,OUTSIDE_DISTRICT,Eldorado K-8
2016-2017,elementary,UNMATCHED_ADDRESS,Eldorado K-8,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Eldorado K-8
2016-2017,elementary,PLACEMENT,Eldorado K-8,5,False,placements_into_school,PLACEMENT,Eldorado K-8
2016-2017,elementary,OUTSIDE_DISTRICT,Superior,8,False,oe_from_outside_district,OUTSIDE_DISTRICT,Superior
2016-2017,elementary,OUTSIDE_DISTRICT,Nederland,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Nederland Elem.
2016-2017,elementary,UNMATCHED_ADDRESS,Nederland,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Nederland Elem.
2016-2017,elementary,OUTSIDE_DISTRICT,BCSIS,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,BCSIS
2016-2017,elementary,PLACEMENT,BCSIS,1,False,placements_into_school,PLACEMENT,BCSIS
2016-2017,elementary,OUTSIDE_DISTRICT,Boulder Explorer,1,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder Explorer
2016-2017,elementary,OUTSIDE_DISTRICT,High Peaks,9,False,oe_from_outside_district,OUTSIDE_DISTRICT,High Peaks
2016-2017,elementary,OUTSIDE_DISTRICT,Community Montessori,14,False,oe_from_outside_district,OUTSIDE_DISTRICT,Comm. Montessori
2016-2017,elementary,PLACEMENT,Community Montessori,2,False,placements_into_school,PLACEMENT,Comm. Montessori
2016-2017,elementary,OUTSIDE_DISTRICT,University Hill International,24,False,oe_from_outside_district,OUTSIDE_DISTRICT,Uni-Hill Int.
2016-2017,elementary,PLACEMENT,University Hill International,25,False,placements_into_school,PLACEMENT,Uni-Hill Int.
2016-2017,elementary,OUTSIDE_DISTRICT,Pioneer,63,False,oe_from_outside_district,OUTSIDE_DISTRICT,Pioneer
2016-2017,elementary,PLACEMENT,Pioneer,28,False,placements_into_school,PLACEMENT,Pioneer
2016-2017,elementary,OUTSIDE_DISTRICT,Horizons,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Horizons
2016-2017,elementary,UNMATCHED_ADDRESS,Horizons,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Horizons
2016-2017,elementary,OUTSIDE_DISTRICT,Peak to Peak,123,False,oe_from_outside_district,OUTSIDE_DISTRICT,Peak to Peak
2016-2017,elementary,PLACEMENT,Peak to Peak,1,False,placements_into_school,PLACEMENT,Peak to Peak
2016-2017,high,Boulder,Boulder,1550,True,matrix,Boulder*,Boulder
2016-2017,high,Fairview,Boulder,141,False,matrix,Fairview*,Boulder
2016-2017,high,Boulder/Fairview Optional,Boulder,84,False,matrix,Boulder/Fairview Optional,Boulder
2016-2017,high,Broomfield,Boulder,7,False,matrix,Broomfield,Boulder
2016-2017,high,Centaurus,Boulder,59,False,matrix,Centaurus,Boulder
2016-2017,high,Monarch,Boulder,38,False,matrix,Monarch,Boulder
2016-2017,high,Nederland,Boulder,29,False,matrix,Nederland,Boulder
2016-2017,high,Boulder,Fairview,363,False,matrix,Boulder*,Fairview
2016-2017,high,Fairview,Fairview,1062,True,matrix,Fairview*,Fairview
2016-2017,high,Boulder/Fairview Optional,Fairview,164,False,matrix,Boulder/Fairview Optional,Fairview
2016-2017,high,Broomfield,Fairview,15,False,matrix,Broomfield,Fairview
2016-2017,high,Centaurus,Fairview,148,False,matrix,Centaurus,Fairview
2016-2017,high,Monarch,Fairview,296,False,matrix,Monarch,Fairview
2016-2017,high,Nederland,Fairview,16,False,matrix,Nederland,Fairview
2016-2017,high,Boulder,Broomfield,2,False,matrix,Boulder*,Broomfield
2016-2017,high,Fairview,Broomfield,1,False,matrix,Fairview*,Broomfield
2016-2017,high,Broomfield,Broomfield,965,True,matrix,Broomfield,Broomfield
2016-2017,high,Centaurus,Broomfield,13,False,matrix,Centaurus,Broomfield
2016-2017,high,Monarch,Broomfield,7,False,matrix,Monarch,Broomfield
2016-2017,high,Boulder,Centaurus,5,False,matrix,Boulder*,Centaurus
2016-2017,high,Fairview,Centaurus,10,False,matrix,Fairview*,Centaurus
2016-2017,high,Boulder/Fairview Optional,Centaurus,2,False,matrix,Boulder/Fairview Optional,Centaurus
2016-2017,high,Broomfield,Centaurus,21,False,matrix,Broomfield,Centaurus
2016-2017,high,Centaurus,Centaurus,913,True,matrix,Centaurus,Centaurus
2016-2017,high,Monarch,Centaurus,113,False,matrix,Monarch,Centaurus
2016-2017,high,Boulder,Monarch,6,False,matrix,Boulder*,Monarch
2016-2017,high,Fairview,Monarch,13,False,matrix,Fairview*,Monarch
2016-2017,high,Boulder/Fairview Optional,Monarch,4,False,matrix,Boulder/Fairview Optional,Monarch
2016-2017,high,Broomfield,Monarch,53,False,matrix,Broomfield,Monarch
2016-2017,high,Centaurus,Monarch,157,False,matrix,Centaurus,Monarch
2016-2017,high,Monarch,Monarch,1316,True,matrix,Monarch,Monarch
2016-2017,high,Boulder,Nederland,1,False,matrix,Boulder*,Nederland
2016-2017,high,Centaurus,Nederland,1,False,matrix,Centaurus,Nederland
2016-2017,high,Nederland,Nederland,122,True,matrix,Nederland,Nederland
2016-2017,high,Boulder,Arapahoe Ridge,32,False,matrix,Boulder*,Arapahoe Ridge
2016-2017,high,Fairview,Arapahoe Ridge,2,False,matrix,Fairview*,Arapahoe Ridge
2016-2017,high,Boulder/Fairview Optional,Arapahoe Ridge,2,False,matrix,Boulder/Fairview Optional,Arapahoe Ridge
