node_id,endorser_type,org_type,held_boulder_council,held_any_elected_office,served_board_commission,first_year,n_years,n_candidates
org:mary-at-posada-navide-a-christmas-party,organization,party,False,False,False,2017,1,1
org:moms-demand-action-gun-sense-candidate-distinction,organization,advocacy,False,False,False,2021,1,1
org:neighborhood-association,organization,neighborhood,False,False,False,2021,1,1
org:neighbors-of-3303-broadway,organization,neighborhood,False,False,False,2017,1,1
org:open-boulder-better-boulder-south-boulder-creek-action-group,organization,advocacy,False,False,False,2019,1,1
org:open-boulder-survey,organization,advocacy,False,False,False,2017,1,1
org:open-space-board-of-trustees-member,organization,environmental,False,False,False,2019,1,1
org:safer-boulder,organization,advocacy,False,False,False,2021,1,2
org:sierra-club,organization,environmental,False,False,False,2017,3,5
org:sierra-club-indian-peaks-group,organization,environmental,False,False,False,2021,1,1
org:south-boulder-creek-action-group,organization,advocacy,False,False,False,2021,1,1
org:south-east-boulder-neighborhood-association,organization,neighborhood,False,False,False,2021,1,1
org:south-east-boulder-neighborhood-association-sebna,organization,neighborhood,False,False,False,2017,1,1
org:table-mesa-neighborhood-association,organization,neighborhood,False,False,False,2017,1,1
org:take-action,organization,advocacy,False,False,False,2017,1,1
org:thinkboulder,organization,advocacy,False,False,False,2019,2,2
org:together4boulder,organization,advocacy,False,False,False,2017,2,2
org:united-campus-workers-colorado,organization,labor,False,False,False,2021,1,1
org:we-need-her-voice-on-council,organization,advocacy,False,False,False,2025,1,1
