year,district_code,district_name,county,countyfips,unit_type,teacher_fte,teacher_fte_basis,teacher_fte_published,teacher_fte_school_sum,schools,schools_basis,schools_published,schools_open,enrollment,enrollment_panel,enrollment_ccd,pop_5_17,pop_0_4,datatype
1992,1860,BUFFALO RE-4,Logan,075,district,15.5,published,15.5,,2.0,school_panel,2.0,2.0,256.0,,256.0,3413.0,1204.0,Estimate
1993,1860,BUFFALO RE-4,Logan,075,district,17.0,published,17.0,,2.0,school_panel,2.0,2.0,273.0,,273.0,3464.0,1217.0,Estimate
1994,1860,BUFFALO RE-4,Logan,075,district,19.0,published,19.0,,2.0,school_panel,2.0,2.0,278.0,,278.0,3606.0,1262.0,Estimate
1995,1860,BUFFALO RE-4,Logan,075,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,274.0,,274.0,3682.0,1285.0,Estimate
1996,1860,BUFFALO RE-4,Logan,075,district,17.2,published,17.2,,2.0,school_panel,2.0,2.0,277.0,,277.0,3712.0,1291.0,Estimate
1997,1860,BUFFALO RE-4,Logan,075,district,20.2,published,20.2,,2.0,school_panel,2.0,2.0,277.0,,277.0,3751.0,1298.0,Estimate
1998,1860,BUFFALO RE-4,Logan,075,district,23.0,published,23.0,,2.0,school_panel,2.0,2.0,266.0,,266.0,3724.0,1285.0,Estimate
1999,1860,BUFFALO RE-4,Logan,075,district,,,,,2.0,school_panel,2.0,2.0,284.0,,284.0,3748.0,1290.0,Estimate
2000,1860,BUFFALO RE-4,Logan,075,district,20.0,school_sum,,20.0,2.0,school_panel,,2.0,,,300.0,3786.0,1298.0,Estimate
2001,1860,BUFFALO RE-4,Logan,075,district,19.0,school_sum,,19.0,2.0,school_panel,,2.0,152.0,152.0,302.0,3957.0,1415.0,Estimate
2002,1860,BUFFALO RE-4,Logan,075,district,22.5,school_sum,,22.5,2.0,school_panel,,2.0,301.0,301.0,301.0,3785.0,1378.0,Estimate
2003,1860,BUFFALO RE-4,Logan,075,district,23.0,school_sum,,23.0,2.0,school_panel,,2.0,309.0,309.0,309.0,3763.0,1379.0,Estimate
2004,1860,BUFFALO RE-4,Logan,075,district,23.25,school_sum,,23.25,2.0,school_panel,,2.0,306.0,306.0,306.0,3666.0,1336.0,Estimate
2005,1860,BUFFALO RE-4,Logan,075,district,23.5,school_sum,,23.5,2.0,school_panel,,2.0,302.0,302.0,302.0,3564.0,1294.0,Estimate
2006,1860,BUFFALO RE-4,Logan,075,district,24.5711,school_sum,,24.5711,2.0,school_panel,,2.0,297.0,297.0,297.0,3539.0,1258.0,Estimate
2007,1860,BUFFALO RE-4,Logan,075,district,24.6875,school_sum,,24.6875,2.0,school_panel,,2.0,321.0,321.0,321.0,3474.0,1242.0,Estimate
2008,1860,BUFFALO RE-4,Logan,075,district,24.4,school_sum,,24.4,2.0,school_panel,,2.0,294.0,294.0,294.0,3394.0,1193.0,Estimate
2009,1860,BUFFALO RE-4J,Logan,075,district,25.1194,school_sum,,25.1194,2.0,school_panel,,2.0,306.0,306.0,306.0,3374.0,1168.0,Estimate
2010,1860,BUFFALO RE-4,Logan,075,district,23.875,published,23.875,23.874,2.0,school_panel,,2.0,311.0,311.0,311.0,3286.0,1145.0,Estimate
2011,1860,BUFFALO RE-4J,Logan,075,district,23.21,school_sum,,23.21,2.0,school_panel,,2.0,309.0,309.0,309.0,3249.0,1104.0,Estimate
2012,1860,BUFFALO RE-4J,Logan,075,district,23.21,school_sum,,23.21,2.0,school_panel,,2.0,319.0,319.0,319.0,3235.0,1087.0,Estimate
2013,1860,BUFFALO RE-4J,Logan,075,district,23.22,school_sum,,23.22,2.0,school_panel,,2.0,318.0,318.0,318.0,3202.0,1101.0,Estimate
2014,1860,BUFFALO RE-4J,Logan,075,district,22.7275,school_sum,,22.7275,2.0,school_panel,,2.0,315.0,315.0,315.0,3183.0,1102.0,Estimate
2015,1860,BUFFALO RE-4J,Logan,075,district,21.81,school_sum,,21.81,2.0,school_panel,,2.0,309.0,309.0,309.0,3147.0,1100.0,Estimate
2016,1860,BUFFALO RE-4J,Logan,075,district,22.59,published,22.59,22.59,2.0,school_panel,,2.0,306.0,306.0,306.0,3085.0,1110.0,Estimate
2017,1860,,Logan,075,,,,,,2.0,school_panel,,2.0,301.0,301.0,301.0,3022.0,1135.0,Estimate
2018,1860,BUFFALO RE-4J,Logan,075,district,20.56,published,20.56,20.57,2.0,school_panel,,2.0,303.0,303.0,303.0,3005.0,1113.0,Estimate
2019,1860,Buffalo RE-4J,Logan,075,district,23.1,school_sum,,23.1,2.0,school_panel,,2.0,302.0,302.0,302.0,2994.0,1081.0,Estimate
2020,1860,,Logan,075,,,,,,2.0,school_panel,,2.0,308.0,308.0,308.0,3001.0,1100.0,Estimate
2021,1860,,Logan,075,,,,,,2.0,school_panel,,2.0,305.0,305.0,305.0,3035.0,1079.0,Estimate
2022,1860,Buffalo RE-4J,Logan,075,district,23.4,published,23.4,23.4,2.0,school_panel,,2.0,314.0,314.0,314.0,3101.0,1065.0,Estimate
2023,1860,Buffalo RE-4J,Logan,075,district,23.6,published,23.6,23.6,2.0,school_panel,,2.0,323.0,323.0,322.0,3083.0,1002.0,Estimate
2024,1860,Buffalo RE-4J,Logan,075,district,20.3,published,20.3,20.3,2.0,school_panel,,2.0,314.0,314.0,314.0,3088.0,989.0,Estimate
1990,1870,PLATEAU RE-5,Logan,075,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,146.0,,146.0,3441.0,1223.0,Estimate
1991,1870,PLATEAU RE-5,Logan,075,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,140.0,,140.0,3423.0,1211.0,Estimate
1992,1870,PLATEAU RE-5,Logan,075,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,152.0,,152.0,3413.0,1204.0,Estimate
1993,1870,PLATEAU RE-5,Logan,075,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,148.0,,148.0,3464.0,1217.0,Estimate
1994,1870,PLATEAU RE-5,Logan,075,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,145.0,,145.0,3606.0,1262.0,Estimate
1995,1870,PLATEAU RE-5,Logan,075,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,160.0,,160.0,3682.0,1285.0,Estimate
1996,1870,PLATEAU RE-5,Logan,075,district,17.0,published,17.0,,2.0,school_panel,2.0,2.0,147.0,,147.0,3712.0,1291.0,Estimate
1997,1870,PLATEAU RE-5,Logan,075,district,17.0,published,17.0,,2.0,school_panel,2.0,2.0,149.0,,149.0,3751.0,1298.0,Estimate
1998,1870,PLATEAU RE-5,Logan,075,district,16.2,published,16.2,,2.0,school_panel,2.0,2.0,163.0,,163.0,3724.0,1285.0,Estimate
1999,1870,PLATEAU RE-5,Logan,075,district,,,,,2.0,school_panel,2.0,2.0,167.0,,167.0,3748.0,1290.0,Estimate
2000,1870,PLATEAU RE-5,Logan,075,district,18.0486,school_sum,,18.0486,2.0,school_panel,,2.0,,,181.0,3786.0,1298.0,Estimate
2001,1870,PLATEAU RE-5,Logan,075,district,17.5,school_sum,,17.5,2.0,school_panel,,2.0,70.0,70.0,162.0,3957.0,1415.0,Estimate
2002,1870,PLATEAU RE-5,Logan,075,district,17.5,school_sum,,17.5,2.0,school_panel,,2.0,71.0,71.0,158.0,3785.0,1378.0,Estimate
2003,1870,PLATEAU RE-5,Logan,075,district,17.625,school_sum,,17.625,2.0,school_panel,,2.0,153.0,153.0,153.0,3763.0,1379.0,Estimate
2004,1870,PLATEAU RE-5,Logan,075,district,17.75,school_sum,,17.75,2.0,school_panel,,2.0,165.0,165.0,165.0,3666.0,1336.0,Estimate
2005,1870,PLATEAU RE-5,Logan,075,district,18.4458,school_sum,,18.4458,2.0,school_panel,,2.0,166.0,166.0,166.0,3564.0,1294.0,Estimate
2006,1870,PLATEAU RE-5,Logan,075,district,18.3486,school_sum,,18.3486,2.0,school_panel,,2.0,167.0,167.0,167.0,3539.0,1258.0,Estimate
2007,1870,PLATEAU RE-5,Logan,075,district,18.7736,school_sum,,18.7736,2.0,school_panel,,2.0,158.0,158.0,158.0,3474.0,1242.0,Estimate
2008,1870,PLATEAU RE-5,Logan,075,district,18.7736,school_sum,,18.7736,2.0,school_panel,,2.0,164.0,164.0,164.0,3394.0,1193.0,Estimate
2009,1870,PLATEAU RE-5,Logan,075,district,19.0333,school_sum,,19.0333,2.0,school_panel,,2.0,163.0,163.0,163.0,3374.0,1168.0,Estimate
2010,1870,PLATEAU RE-5,Logan,075,district,20.091,published,20.091,20.091,2.0,school_panel,,2.0,176.0,176.0,176.0,3286.0,1145.0,Estimate
2011,1870,PLATEAU RE-5,Logan,075,district,18.01,school_sum,,18.01,2.0,school_panel,,2.0,182.0,182.0,182.0,3249.0,1104.0,Estimate
2012,1870,PLATEAU RE-5,Logan,075,district,18.1,school_sum,,18.1,2.0,school_panel,,2.0,197.0,197.0,197.0,3235.0,1087.0,Estimate
2013,1870,PLATEAU RE-5,Logan,075,district,19.24,school_sum,,19.24,2.0,school_panel,,2.0,196.0,196.0,196.0,3202.0,1101.0,Estimate
2014,1870,PLATEAU RE-5,Logan,075,district,18.5332,school_sum,,18.5332,2.0,school_panel,,2.0,177.0,177.0,177.0,3183.0,1102.0,Estimate
2015,1870,PLATEAU RE-5,Logan,075,district,18.58,school_sum,,18.58,2.0,school_panel,,2.0,172.0,172.0,172.0,3147.0,1100.0,Estimate
2016,1870,PLATEAU RE-5,Logan,075,district,17.35,published,17.35,17.35,2.0,school_panel,,2.0,160.0,160.0,160.0,3085.0,1110.0,Estimate
2017,1870,,Logan,075,,,,,,2.0,school_panel,,2.0,170.0,170.0,170.0,3022.0,1135.0,Estimate
2018,1870,PLATEAU RE-5,Logan,075,district,16.97,published,16.97,16.98,2.0,school_panel,,2.0,170.0,170.0,170.0,3005.0,1113.0,Estimate
2019,1870,Plateau RE-5,Logan,075,district,17.5,school_sum,,17.5,2.0,school_panel,,2.0,165.0,165.0,165.0,2994.0,1081.0,Estimate
2020,1870,,Logan,075,,,,,,2.0,school_panel,,2.0,155.0,155.0,155.0,3001.0,1100.0,Estimate
2021,1870,,Logan,075,,,,,,2.0,school_panel,,2.0,160.0,160.0,158.0,3035.0,1079.0,Estimate
2022,1870,Plateau RE-5,Logan,075,district,14.7,published,14.7,14.7,2.0,school_panel,,2.0,178.0,178.0,178.0,3101.0,1065.0,Estimate
2023,1870,Plateau RE-5,Logan,075,district,16.7,published,16.7,16.7,2.0,school_panel,,2.0,201.0,201.0,200.0,3083.0,1002.0,Estimate
2024,1870,Plateau RE-5,Logan,075,district,16.3,published,16.3,16.4,2.0,school_panel,,2.0,205.0,205.0,204.0,3088.0,989.0,Estimate
1990,1980,DE BEQUE 49JT,Mesa,077,district,12.6,published,12.6,,2.0,school_panel,2.0,2.0,127.0,,127.0,18474.0,6748.0,Estimate
1991,1980,DE BEQUE 49JT,Mesa,077,district,13.0,published,13.0,,2.0,school_panel,2.0,2.0,115.0,,115.0,18835.0,6807.0,Estimate
1992,1980,DE BEQUE 49JT,Mesa,077,district,14.0,published,14.0,,2.0,school_panel,2.0,2.0,122.0,,122.0,19019.0,6814.0,Estimate
1993,1980,DE BEQUE 49JT,Mesa,077,district,14.0,published,14.0,,2.0,school_panel,2.0,2.0,140.0,,140.0,19404.0,6893.0,Estimate
1994,1980,DE BEQUE 49JT,Mesa,077,district,14.7,published,14.7,,2.0,school_panel,2.0,2.0,157.0,,157.0,19857.0,6990.0,Estimate
1995,1980,DE BEQUE 49JT,Mesa,077,district,17.0,published,17.0,,2.0,school_panel,2.0,2.0,165.0,,165.0,20266.0,7072.0,Estimate
1996,1980,DE BEQUE 49JT,Mesa,077,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,168.0,,168.0,20564.0,7112.0,Estimate
1997,1980,DE BEQUE 49JT,Mesa,077,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,177.0,,177.0,20885.0,7154.0,Estimate
1998,1980,DE BEQUE 49JT,Mesa,077,district,,,,,2.0,school_panel,2.0,2.0,174.0,,174.0,21257.0,7211.0,Estimate
1999,1980,DE BEQUE 49JT,Mesa,077,district,,,,,2.0,school_panel,2.0,2.0,169.0,,169.0,21568.0,7247.0,Estimate
2000,1980,DE BEQUE 49JT,Mesa,077,district,20.0,school_sum,,20.0,2.0,school_panel,,2.0,,,177.0,22030.0,7328.0,Estimate
2001,1980,DE BEQUE 49JT,Mesa,077,district,21.0,school_sum,,21.0,2.0,school_panel,,2.0,92.0,92.0,200.0,22175.0,7352.0,Estimate
2002,1980,DE BEQUE 49JT,Mesa,077,district,22.3333,school_sum,,22.3333,2.0,school_panel,,2.0,100.0,100.0,205.0,22056.0,7501.0,Estimate
2003,1980,DE BEQUE 49JT,Mesa,077,district,21.6252,school_sum,,21.6252,2.0,school_panel,,2.0,202.0,202.0,202.0,22135.0,7689.0,Estimate
2004,1980,DE BEQUE 49JT,Mesa,077,district,21.1252,school_sum,,21.1252,2.0,school_panel,,2.0,201.0,201.0,201.0,22280.0,7817.0,Estimate
2005,1980,DE BEQUE 49JT,Mesa,077,district,21.5435,school_sum,,21.5435,2.0,school_panel,,2.0,194.0,194.0,194.0,22361.0,8050.0,Estimate
2006,1980,DE BEQUE 49JT,Mesa,077,district,21.0,school_sum,,21.0,2.0,school_panel,,2.0,178.0,178.0,178.0,22838.0,8466.0,Estimate
2007,1980,DE BEQUE 49JT,Mesa,077,district,22.0,school_sum,,22.0,2.0,school_panel,,2.0,155.0,155.0,155.0,23427.0,8915.0,Estimate
2008,1980,DE BEQUE 49JT,Mesa,077,district,23.0,school_sum,,23.0,2.0,school_panel,,2.0,164.0,164.0,164.0,23749.0,9308.0,Estimate
2009,1980,DE BEQUE 49JT,Mesa,077,district,22.2885,school_sum,,22.2885,2.0,school_panel,,2.0,160.0,160.0,160.0,24238.0,9730.0,Estimate
2010,1980,DE BEQUE 49JT,Mesa,077,district,19.288,published,19.288,19.288,2.0,school_panel,,2.0,136.0,136.0,136.0,24600.0,9951.0,Estimate
2011,1980,DE BEQUE 49JT,Mesa,077,district,16.53,school_sum,,16.53,2.0,school_panel,,2.0,125.0,125.0,125.0,24544.0,9895.0,Estimate
2012,1980,DE BEQUE 49JT,Mesa,077,district,17.84,school_sum,,17.84,2.0,school_panel,,2.0,135.0,135.0,135.0,24484.0,9613.0,Estimate
2013,1980,DE BEQUE 49JT,Mesa,077,district,17.28,school_sum,,17.28,2.0,school_panel,,2.0,146.0,146.0,146.0,24486.0,9392.0,Estimate
2014,1980,DE BEQUE 49JT,Mesa,077,district,15.4044,school_sum,,15.4044,2.0,school_panel,,2.0,151.0,151.0,151.0,24358.0,9162.0,Estimate
2015,1980,DE BEQUE 49JT,Mesa,077,district,17.3,school_sum,,17.3,2.0,school_panel,,2.0,149.0,149.0,149.0,24514.0,9074.0,Estimate
2016,1980,DE BEQUE 49JT,Mesa,077,district,17.39,published,17.39,17.99,2.0,school_panel,,2.0,190.0,190.0,190.0,24730.0,8918.0,Estimate
2017,1980,,Mesa,077,,,,,,1.0,school_panel,,1.0,165.0,165.0,165.0,24823.0,8791.0,Estimate
2018,1980,DE BEQUE 49JT,Mesa,077,district,15.69,published,15.69,15.69,1.0,school_panel,,1.0,184.0,184.0,184.0,24929.0,8611.0,Estimate
2019,1980,De Beque 49JT,Mesa,077,district,14.5,school_sum,,14.5,1.0,school_panel,,1.0,164.0,164.0,164.0,24831.0,8427.0,Estimate
2020,1980,,Mesa,077,,,,,,1.0,school_panel,,1.0,171.0,171.0,171.0,24804.0,8208.0,Estimate
2021,1980,,Mesa,077,,,,,,1.0,school_panel,,1.0,172.0,172.0,170.0,24824.0,8064.0,Estimate
2022,1980,De Beque 49JT,Mesa,077,district,5.3,published,5.3,5.3,1.0,school_panel,,1.0,170.0,170.0,170.0,24738.0,7868.0,Estimate
2023,1980,De Beque 49JT,Mesa,077,district,15.4,published,15.4,15.4,1.0,school_panel,,1.0,168.0,168.0,166.0,24629.0,7641.0,Estimate
2024,1980,De Beque 49JT,Mesa,077,district,13.5,published,13.5,13.5,1.0,school_panel,,1.0,181.0,181.0,179.0,24488.0,7524.0,Estimate
1990,1990,PLATEAU VALLEY 50,Mesa,077,district,30.0,published,30.0,,3.0,school_panel,3.0,3.0,499.0,,499.0,18474.0,6748.0,Estimate
1991,1990,PLATEAU VALLEY 50,Mesa,077,district,31.5,published,31.5,,4.0,school_panel,4.0,4.0,502.0,,502.0,18835.0,6807.0,Estimate
