year,district_code,district_name,county,countyfips,unit_type,teacher_fte,teacher_fte_basis,teacher_fte_published,teacher_fte_school_sum,schools,schools_basis,schools_published,schools_open,enrollment,enrollment_panel,enrollment_ccd,pop_5_17,pop_0_4,datatype
2012,0010,MAPLETON 1,Adams,001,district,348.57,school_sum,,348.57,16.0,school_panel,,16.0,8051.0,8051.0,8051.0,93630.0,36591.0,Estimate
2013,0010,MAPLETON 1,Adams,001,district,401.28,school_sum,,401.28,15.0,school_panel,,15.0,8408.0,8408.0,8408.0,95884.0,36224.0,Estimate
2014,0010,MAPLETON 1,Adams,001,district,404.7694,school_sum,,404.7694,15.0,school_panel,,15.0,8646.0,8646.0,8646.0,97916.0,35911.0,Estimate
2015,0010,MAPLETON 1,Adams,001,district,409.67,school_sum,,409.67,15.0,school_panel,,15.0,8731.0,8731.0,8731.0,99774.0,36039.0,Estimate
2016,0010,MAPLETON 1,Adams,001,district,373.04,published,373.04,358.21,18.0,school_panel,,18.0,8807.0,8807.0,8807.0,100584.0,35709.0,Estimate
2017,0010,,Adams,001,,,,,,18.0,school_panel,,18.0,8917.0,8917.0,8917.0,100046.0,35536.0,Estimate
2018,0010,MAPLETON 1,Adams,001,district,452.11,published,452.11,426.4,18.0,school_panel,,18.0,8934.0,8934.0,8934.0,100346.0,35329.0,Estimate
2019,0010,Mapleton 1,Adams,001,district,413.4,school_sum,,413.4,18.0,school_panel,,18.0,9131.0,9131.0,9131.0,99901.0,34939.0,Estimate
2020,0010,,Adams,001,,,,,,18.0,school_panel,,18.0,9134.0,9134.0,9134.0,99928.0,34486.0,Estimate
2021,0010,,Adams,001,,,,,,19.0,school_panel,,19.0,9002.0,9002.0,9002.0,99274.0,34152.0,Estimate
2022,0010,Mapleton 1,Adams,001,district,403.5,published,403.5,389.9,20.0,school_panel,,20.0,7088.0,7088.0,7088.0,98936.0,34078.0,Estimate
2023,0010,Mapleton 1,Adams,001,district,381.6,published,381.6,381.6,20.0,school_panel,,20.0,7017.0,7017.0,7016.0,98583.0,34260.0,Estimate
2024,0010,Mapleton 1,Adams,001,district,404.6,published,404.6,389.3,20.0,school_panel,,20.0,7095.0,7095.0,7095.0,97924.0,34698.0,Estimate
1990,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1136.1,published,1136.1,,35.0,school_panel,35.0,35.0,20838.0,,20838.0,53967.0,23427.0,Estimate
1991,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1143.9,published,1143.9,,35.0,school_panel,35.0,35.0,21450.0,,21450.0,55519.0,23992.0,Estimate
1992,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1165.7,published,1165.7,,36.0,school_panel,35.0,36.0,22163.0,,22163.0,57048.0,24563.0,Estimate
1993,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1169.5,published,1169.5,,37.0,school_panel,35.0,37.0,22791.0,,22791.0,58906.0,25267.0,Estimate
1994,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1212.7,published,1212.7,,39.0,school_panel,37.0,39.0,23373.0,,23373.0,60885.0,26017.0,Estimate
1995,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1237.7,published,1237.7,,39.0,school_panel,37.0,39.0,24603.0,,24603.0,63223.0,26916.0,Estimate
1996,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1290.7,published,1290.7,,39.0,school_panel,37.0,39.0,25604.0,,25604.0,65280.0,27690.0,Estimate
1997,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1352.7,published,1352.7,,40.0,school_panel,38.0,40.0,26723.0,,26723.0,67191.0,28389.0,Estimate
1998,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1459.8,published,1459.8,,44.0,school_panel,44.0,44.0,27955.0,,27955.0,69409.0,29216.0,Estimate
1999,0020,NORTHGLENN-THORNTON 12,Adams,001,district,,,,,45.0,school_panel,45.0,45.0,28947.0,,28947.0,71628.0,30033.0,Estimate
2000,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1342.604,school_sum,,1342.604,46.0,school_panel,,46.0,,,30103.0,70181.0,29752.0,Estimate
2001,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1503.0387,school_sum,,1503.0387,46.0,school_panel,,46.0,27361.0,27361.0,31544.0,71653.0,30305.0,Estimate
2002,0020,NORTHGLENN-THORNTON 12,Adams,001,district,1561.4356,school_sum,,1561.4356,46.0,school_panel,,46.0,29916.0,29916.0,33522.0,73795.0,31849.0,Estimate
2003,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1754.3092,school_sum,,1754.3092,48.0,school_panel,,48.0,34869.0,34869.0,34869.0,74777.0,33081.0,Estimate
2004,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1832.5213,school_sum,,1832.5213,52.0,school_panel,,52.0,36353.0,36353.0,36353.0,76363.0,34151.0,Estimate
2005,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1834.6522,school_sum,,1834.6522,50.0,school_panel,,50.0,37591.0,37591.0,37591.0,78386.0,35267.0,Estimate
2006,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1792.0069,school_sum,,1792.0069,52.0,school_panel,,52.0,37337.0,37337.0,37337.0,81080.0,36440.0,Estimate
2007,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1861.4682,school_sum,,1861.4682,51.0,school_panel,,51.0,38815.0,38815.0,38815.0,82938.0,36881.0,Estimate
2008,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1637.9637,school_sum,,1637.9637,53.0,school_panel,,53.0,40804.0,40804.0,40804.0,85046.0,37364.0,Estimate
2009,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1988.1003,school_sum,,1988.1003,53.0,school_panel,,53.0,41949.0,41949.0,41949.0,87403.0,37751.0,Estimate
2010,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,2069.631,published,2069.631,2002.029,54.0,school_panel,,54.0,41957.0,41951.0,41951.0,88959.0,37607.0,Estimate
2011,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1917.12,school_sum,,1917.12,54.0,school_panel,,54.0,42990.0,42990.0,42990.0,91259.0,37349.0,Estimate
2012,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1889.67,school_sum,,1889.67,56.0,school_panel,,56.0,43268.0,43268.0,43268.0,93630.0,36591.0,Estimate
2013,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,2075.7,school_sum,,2075.7,55.0,school_panel,,55.0,42230.0,42230.0,42230.0,95884.0,36224.0,Estimate
2014,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1982.7528,school_sum,,1982.7528,53.0,school_panel,,53.0,38701.0,38701.0,38701.0,97916.0,35911.0,Estimate
2015,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,2049.13,school_sum,,2049.13,53.0,school_panel,,53.0,39287.0,39287.0,39287.0,99774.0,36039.0,Estimate
2016,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1980.15,published,1980.15,1908.99,53.0,school_panel,,53.0,38818.0,38818.0,38818.0,100584.0,35709.0,Estimate
2017,0020,,Adams,001,,,,,,53.0,school_panel,,53.0,38820.0,38820.0,38820.0,100046.0,35536.0,Estimate
2018,0020,ADAMS 12 FIVE STAR SCHOOLS,Adams,001,district,1999.91,published,1999.91,1976.87,53.0,school_panel,,53.0,39227.0,39227.0,39227.0,100346.0,35329.0,Estimate
2019,0020,Adams 12 Five Star Schools,Adams,001,district,2076.9,school_sum,,2076.9,53.0,school_panel,,53.0,38648.0,38648.0,38648.0,99901.0,34939.0,Estimate
2020,0020,,Adams,001,,,,,,53.0,school_panel,,53.0,36654.0,36654.0,36654.0,99928.0,34486.0,Estimate
2021,0020,,Adams,001,,,,,,54.0,school_panel,,54.0,36078.0,36078.0,36078.0,99274.0,34152.0,Estimate
2022,0020,Adams 12 Five Star Schools,Adams,001,district,2037.7,published,2037.7,2026.6,55.0,school_panel,,55.0,35747.0,35747.0,35747.0,98936.0,34078.0,Estimate
2023,0020,Adams 12 Five Star Schools,Adams,001,district,2033.5,published,2033.5,2033.5,55.0,school_panel,,55.0,34965.0,34998.0,34998.0,98583.0,34260.0,Estimate
2024,0020,Adams 12 Five Star Schools,Adams,001,district,2019.5,published,2019.5,2005.2,54.0,school_panel,,54.0,34466.0,34466.0,34466.0,97924.0,34698.0,Estimate
1990,0030,ADAMS COUNTY 14,Adams,001,district,302.7,published,302.7,,11.0,school_panel,11.0,11.0,6039.0,,6039.0,53967.0,23427.0,Estimate
1991,0030,ADAMS COUNTY 14,Adams,001,district,316.0,published,316.0,,11.0,school_panel,11.0,11.0,6061.0,,6061.0,55519.0,23992.0,Estimate
1992,0030,ADAMS COUNTY 14,Adams,001,district,311.0,published,311.0,,11.0,school_panel,11.0,11.0,6112.0,,6112.0,57048.0,24563.0,Estimate
1993,0030,ADAMS COUNTY 14,Adams,001,district,315.1,published,315.1,,13.0,school_panel,12.0,13.0,6346.0,,6346.0,58906.0,25267.0,Estimate
1994,0030,ADAMS COUNTY 14,Adams,001,district,311.8,published,311.8,,13.0,school_panel,12.0,13.0,6280.0,,6280.0,60885.0,26017.0,Estimate
1995,0030,ADAMS COUNTY 14,Adams,001,district,322.6,published,322.6,,13.0,school_panel,12.0,13.0,6157.0,,6157.0,63223.0,26916.0,Estimate
1996,0030,ADAMS COUNTY 14,Adams,001,district,293.4,published,293.4,,13.0,school_panel,12.0,13.0,6162.0,,6162.0,65280.0,27690.0,Estimate
1997,0030,ADAMS COUNTY 14,Adams,001,district,354.4,published,354.4,,13.0,school_panel,11.0,13.0,6035.0,,6035.0,67191.0,28389.0,Estimate
1998,0030,ADAMS COUNTY 14,Adams,001,district,355.1,published,355.1,,12.0,school_panel,12.0,12.0,6102.0,,6102.0,69409.0,29216.0,Estimate
1999,0030,ADAMS COUNTY 14,Adams,001,district,,,,,12.0,school_panel,12.0,12.0,6073.0,,6073.0,71628.0,30033.0,Estimate
2000,0030,ADAMS COUNTY 14,Adams,001,district,283.6263,school_sum,,283.6263,12.0,school_panel,,12.0,,,6450.0,70181.0,29752.0,Estimate
2001,0030,ADAMS COUNTY 14,Adams,001,district,346.9027,school_sum,,346.9027,13.0,school_panel,,13.0,6586.0,6586.0,6586.0,71653.0,30305.0,Estimate
2002,0030,ADAMS COUNTY 14,Adams,001,district,341.0043,school_sum,,341.0043,13.0,school_panel,,13.0,6698.0,6698.0,6698.0,73795.0,31849.0,Estimate
2003,0030,ADAMS COUNTY 14,Adams,001,district,366.7316,school_sum,,366.7316,13.0,school_panel,,13.0,6528.0,6528.0,6528.0,74777.0,33081.0,Estimate
2004,0030,ADAMS COUNTY 14,Adams,001,district,375.7362,school_sum,,375.7362,14.0,school_panel,,14.0,6636.0,6636.0,6636.0,76363.0,34151.0,Estimate
2005,0030,ADAMS COUNTY 14,Adams,001,district,411.239,school_sum,,411.239,15.0,school_panel,,15.0,6868.0,6868.0,6868.0,78386.0,35267.0,Estimate
2006,0030,ADAMS COUNTY 14,Adams,001,district,371.3354,school_sum,,371.3354,15.0,school_panel,,15.0,6836.0,6836.0,6836.0,81080.0,36440.0,Estimate
2007,0030,ADAMS COUNTY 14,Adams,001,district,400.7844,school_sum,,400.7844,14.0,school_panel,,14.0,6731.0,6731.0,6731.0,82938.0,36881.0,Estimate
2008,0030,ADAMS COUNTY 14,Adams,001,district,400.0144,school_sum,,400.0144,14.0,school_panel,,14.0,7058.0,7058.0,7058.0,85046.0,37364.0,Estimate
2009,0030,ADAMS COUNTY 14,Adams,001,district,386.1352,school_sum,,386.1352,14.0,school_panel,,14.0,7422.0,7422.0,7422.0,87403.0,37751.0,Estimate
2010,0030,ADAMS COUNTY 14,Adams,001,district,379.826,published,379.826,379.695,14.0,school_panel,,14.0,7549.0,7549.0,7549.0,88959.0,37607.0,Estimate
2011,0030,ADAMS COUNTY 14,Adams,001,district,364.14,school_sum,,364.14,13.0,school_panel,,13.0,7321.0,7321.0,7321.0,91259.0,37349.0,Estimate
2012,0030,ADAMS COUNTY 14,Adams,001,district,423.15,school_sum,,423.15,13.0,school_panel,,13.0,7500.0,7500.0,7500.0,93630.0,36591.0,Estimate
2013,0030,ADAMS COUNTY 14,Adams,001,district,427.25,school_sum,,427.25,13.0,school_panel,,13.0,7598.0,7598.0,7598.0,95884.0,36224.0,Estimate
2014,0030,ADAMS COUNTY 14,Adams,001,district,401.408,school_sum,,401.408,13.0,school_panel,,13.0,7584.0,7584.0,7584.0,97916.0,35911.0,Estimate
2015,0030,ADAMS COUNTY 14,Adams,001,district,387.41,school_sum,,387.41,13.0,school_panel,,13.0,7577.0,7577.0,7577.0,99774.0,36039.0,Estimate
2016,0030,ADAMS COUNTY 14,Adams,001,district,379.65,published,379.65,379.16,13.0,school_panel,,13.0,7467.0,7467.0,7467.0,100584.0,35709.0,Estimate
2017,0030,,Adams,001,,,,,,13.0,school_panel,,13.0,7400.0,7400.0,7400.0,100046.0,35536.0,Estimate
2018,0030,ADAMS COUNTY 14,Adams,001,district,371.18,published,371.18,370.16,13.0,school_panel,,13.0,7060.0,7060.0,7060.0,100346.0,35329.0,Estimate
2019,0030,Adams County 14,Adams,001,district,354.8,school_sum,,354.8,13.0,school_panel,,13.0,6610.0,6610.0,6610.0,99901.0,34939.0,Estimate
2020,0030,,Adams,001,,,,,,13.0,school_panel,,13.0,6066.0,6066.0,6066.0,99928.0,34486.0,Estimate
2021,0030,,Adams,001,,,,,,13.0,school_panel,,13.0,6114.0,6114.0,6114.0,99274.0,34152.0,Estimate
2022,0030,Adams County 14,Adams,001,district,329.0,published,329.0,324.9,13.0,school_panel,,13.0,5692.0,5692.0,5692.0,98936.0,34078.0,Estimate
2023,0030,Adams County 14,Adams,001,district,327.29999999999995,published,327.29999999999995,327.3,12.0,school_panel,,12.0,5484.0,5484.0,5484.0,98583.0,34260.0,Estimate
2024,0030,Adams County 14,Adams,001,district,318.9,published,318.9,315.0,12.0,school_panel,,12.0,5221.0,5221.0,5221.0,97924.0,34698.0,Estimate
1990,0040,BRIGHTON 27J,Adams,001,district,219.4,published,219.4,,8.0,school_panel,8.0,8.0,3953.0,,3953.0,53967.0,23427.0,Estimate
1991,0040,BRIGHTON 27J,Adams,001,district,213.9,published,213.9,,8.0,school_panel,8.0,8.0,4093.0,,4093.0,55519.0,23992.0,Estimate
1992,0040,BRIGHTON 27J,Adams,001,district,217.4,published,217.4,,8.0,school_panel,8.0,8.0,4194.0,,4194.0,57048.0,24563.0,Estimate
1993,0040,BRIGHTON 27J,Adams,001,district,218.4,published,218.4,,8.0,school_panel,8.0,8.0,4182.0,,4182.0,58906.0,25267.0,Estimate
1994,0040,BRIGHTON 27J,Adams,001,district,214.2,published,214.2,,9.0,school_panel,9.0,9.0,4304.0,,4304.0,60885.0,26017.0,Estimate
1995,0040,BRIGHTON 27J,Adams,001,district,220.1,published,220.1,,9.0,school_panel,9.0,9.0,4468.0,,4468.0,63223.0,26916.0,Estimate
1996,0040,BRIGHTON 27J,Adams,001,district,232.7,published,232.7,,9.0,school_panel,9.0,9.0,4562.0,,4562.0,65280.0,27690.0,Estimate
1997,0040,BRIGHTON 27J,Adams,001,district,237.6,published,237.6,,9.0,school_panel,9.0,9.0,4772.0,,4772.0,67191.0,28389.0,Estimate
1998,0040,BRIGHTON 27J,Adams,001,district,266.7,published,266.7,,10.0,school_panel,10.0,10.0,4980.0,,4980.0,69409.0,29216.0,Estimate
1999,0040,BRIGHTON 27J,Adams,001,district,,,,,10.0,school_panel,10.0,10.0,5308.0,,5308.0,71628.0,30033.0,Estimate
2000,0040,BRIGHTON 27J,Adams,001,district,233.783,school_sum,,233.783,10.0,school_panel,,10.0,,,5793.0,70181.0,29752.0,Estimate
2001,0040,BRIGHTON 27J,Adams,001,district,346.2799,school_sum,,346.2799,11.0,school_panel,,11.0,6575.0,6575.0,6575.0,71653.0,30305.0,Estimate
2002,0040,BRIGHTON 27J,Adams,001,district,390.2611,school_sum,,390.2611,12.0,school_panel,,12.0,6655.0,6655.0,7277.0,73795.0,31849.0,Estimate
2003,0040,BRIGHTON 27J,Adams,001,district,484.399,school_sum,,484.399,15.0,school_panel,,15.0,8261.0,8261.0,8261.0,74777.0,33081.0,Estimate
2004,0040,BRIGHTON 27J,Adams,001,district,517.7943,school_sum,,517.7943,15.0,school_panel,,15.0,9256.0,9256.0,9256.0,76363.0,34151.0,Estimate
2005,0040,BRIGHTON 27J,Adams,001,district,545.5014,school_sum,,545.5014,15.0,school_panel,,15.0,10450.0,10450.0,10450.0,78386.0,35267.0,Estimate
2006,0040,BRIGHTON 27J,Adams,001,district,625.5765,school_sum,,625.5765,16.0,school_panel,,16.0,11569.0,11569.0,11569.0,81080.0,36440.0,Estimate
2007,0040,BRIGHTON 27J,Adams,001,district,656.457,school_sum,,656.457,19.0,school_panel,,19.0,12608.0,12608.0,12608.0,82938.0,36881.0,Estimate
2008,0040,BRIGHTON 27J,Adams,001,district,704.0391,school_sum,,704.0391,23.0,school_panel,,23.0,13711.0,13711.0,13711.0,85046.0,37364.0,Estimate
2009,0040,BRIGHTON 27J,Adams,001,district,755.5191,school_sum,,755.5191,23.0,school_panel,,23.0,14469.0,14469.0,14485.0,87403.0,37751.0,Estimate
2010,0040,BRIGHTON 27J,Adams,001,district,718.142,published,718.142,711.353,25.0,school_panel,,25.0,15063.0,15063.0,15089.0,88959.0,37607.0,Estimate
2011,0040,BRIGHTON 27J,Adams,001,district,755.67,school_sum,,755.67,24.0,school_panel,,24.0,15646.0,15646.0,15668.0,91259.0,37349.0,Estimate
2012,0040,BRIGHTON 27J,Adams,001,district,737.2,school_sum,,737.2,25.0,school_panel,,25.0,16163.0,16163.0,16184.0,93630.0,36591.0,Estimate
2013,0040,BRIGHTON 27J,Adams,001,district,792.43,school_sum,,792.43,26.0,school_panel,,26.0,16698.0,16698.0,16717.0,95884.0,36224.0,Estimate
2014,0040,SCHOOL DISTRICT 27J,Adams,001,district,827.3521,school_sum,,827.3521,26.0,school_panel,,26.0,17103.0,17103.0,17129.0,97916.0,35911.0,Estimate
2015,0040,SCHOOL DISTRICT 27J,Adams,001,district,815.39,school_sum,,815.39,26.0,school_panel,,26.0,17042.0,17042.0,17069.0,99774.0,36039.0,Estimate
2016,0040,SCHOOL DISTRICT 27J,Adams,001,district,829.04,published,829.04,817.62,27.0,school_panel,,27.0,17115.0,17115.0,17136.0,100584.0,35709.0,Estimate
2017,0040,,Adams,001,,,,,,28.0,school_panel,,28.0,17883.0,17883.0,17908.0,100046.0,35536.0,Estimate
2018,0040,SCHOOL DISTRICT 27J,Adams,001,district,847.4,published,847.4,828.93,30.0,school_panel,,30.0,18712.0,18712.0,18740.0,100346.0,35329.0,Estimate
2019,0040,School District 27J,Adams,001,district,895.3,school_sum,,895.3,29.0,school_panel,,29.0,19248.0,19248.0,19275.0,99901.0,34939.0,Estimate
2020,0040,,Adams,001,,,,,,29.0,school_panel,,29.0,19188.0,19188.0,19203.0,99928.0,34486.0,Estimate
2021,0040,,Adams,001,,,,,,31.0,school_panel,,31.0,20338.0,20338.0,20357.0,99274.0,34152.0,Estimate
2022,0040,School District 27J,Adams,001,district,1159.5,published,1159.5,1149.2,32.0,school_panel,,32.0,22687.0,22687.0,22713.0,98936.0,34078.0,Estimate
2023,0040,School District 27J,Adams,001,district,1208.1,published,1208.1,1208.1,33.0,school_panel,,33.0,23108.0,23108.0,23139.0,98583.0,34260.0,Estimate
2024,0040,School District 27J,Adams,001,district,1231.0,published,1231.0,1217.4,34.0,school_panel,,34.0,24014.0,24014.0,24044.0,97924.0,34698.0,Estimate
1990,0050,BENNETT 29J,Adams,001,district,51.7,published,51.7,,3.0,school_panel,3.0,3.0,811.0,,811.0,53967.0,23427.0,Estimate
1991,0050,BENNETT 29J,Adams,001,district,52.7,published,52.7,,3.0,school_panel,3.0,3.0,874.0,,874.0,55519.0,23992.0,Estimate
1992,0050,BENNETT 29J,Adams,001,district,53.2,published,53.2,,3.0,school_panel,3.0,3.0,899.0,,899.0,57048.0,24563.0,Estimate
1993,0050,BENNETT 29J,Adams,001,district,55.5,published,55.5,,3.0,school_panel,3.0,3.0,961.0,,961.0,58906.0,25267.0,Estimate
1994,0050,BENNETT 29J,Adams,001,district,58.5,published,58.5,,3.0,school_panel,3.0,3.0,1023.0,,1023.0,60885.0,26017.0,Estimate
1995,0050,BENNETT 29J,Adams,001,district,61.5,published,61.5,,3.0,school_panel,3.0,3.0,1067.0,,1067.0,63223.0,26916.0,Estimate
1996,0050,BENNETT 29J,Adams,001,district,60.5,published,60.5,,3.0,school_panel,3.0,3.0,1055.0,,1055.0,65280.0,27690.0,Estimate
1997,0050,BENNETT 29J,Adams,001,district,62.5,published,62.5,,3.0,school_panel,3.0,3.0,1036.0,,1036.0,67191.0,28389.0,Estimate
1998,0050,BENNETT 29J,Adams,001,district,64.7,published,64.7,,4.0,school_panel,4.0,4.0,995.0,,995.0,69409.0,29216.0,Estimate
1999,0050,BENNETT 29J,Adams,001,district,,,,,4.0,school_panel,3.0,4.0,958.0,,958.0,71628.0,30033.0,Estimate
2000,0050,BENNETT 29J,Adams,001,district,61.5109,school_sum,,61.5109,4.0,school_panel,,4.0,,,998.0,70181.0,29752.0,Estimate
2001,0050,BENNETT 29J,Adams,001,district,65.777,school_sum,,65.777,4.0,school_panel,,4.0,1002.0,1002.0,1002.0,71653.0,30305.0,Estimate
2002,0050,BENNETT 29J,Adams,001,district,62.4315,school_sum,,62.4315,4.0,school_panel,,4.0,978.0,978.0,978.0,73795.0,31849.0,Estimate
2003,0050,BENNETT 29J,Adams,001,district,62.5993,school_sum,,62.5993,4.0,school_panel,,4.0,1067.0,1067.0,1067.0,74777.0,33081.0,Estimate
2004,0050,BENNETT 29J,Adams,001,district,62.4005,school_sum,,62.4005,5.0,school_panel,,5.0,1133.0,1133.0,1133.0,76363.0,34151.0,Estimate
2005,0050,BENNETT 29J,Adams,001,district,61.875,school_sum,,61.875,5.0,school_panel,,5.0,1126.0,1126.0,1126.0,78386.0,35267.0,Estimate
2006,0050,BENNETT 29J,Adams,001,district,63.5,school_sum,,63.5,5.0,school_panel,,5.0,1173.0,1173.0,1173.0,81080.0,36440.0,Estimate
2007,0050,BENNETT 29J,Adams,001,district,68.8176,school_sum,,68.8176,5.0,school_panel,,5.0,1152.0,1152.0,1152.0,82938.0,36881.0,Estimate
2008,0050,BENNETT 29J,Adams,001,district,67.3804,school_sum,,67.3804,5.0,school_panel,,5.0,1139.0,1139.0,1139.0,85046.0,37364.0,Estimate
2009,0050,BENNETT 29J,Adams,001,district,63.6795,school_sum,,63.6795,5.0,school_panel,,5.0,1127.0,1127.0,1127.0,87403.0,37751.0,Estimate
2010,0050,BENNETT 29J,Adams,001,district,62.882,published,62.882,62.882,5.0,school_panel,,5.0,1150.0,1150.0,1150.0,88959.0,37607.0,Estimate
2011,0050,BENNETT 29J,Adams,001,district,64.83,school_sum,,64.83,5.0,school_panel,,5.0,1085.0,1085.0,1085.0,91259.0,37349.0,Estimate
2012,0050,BENNETT 29J,Adams,001,district,63.24,school_sum,,63.24,5.0,school_panel,,5.0,1044.0,1044.0,1044.0,93630.0,36591.0,Estimate
2013,0050,BENNETT 29J,Adams,001,district,52.78,school_sum,,52.78,5.0,school_panel,,5.0,1013.0,1013.0,1013.0,95884.0,36224.0,Estimate
2014,0050,BENNETT 29J,Adams,001,district,52.3643,school_sum,,52.3643,4.0,school_panel,,4.0,1079.0,1079.0,1079.0,97916.0,35911.0,Estimate
2015,0050,BENNETT 29J,Adams,001,district,54.88,school_sum,,54.88,4.0,school_panel,,4.0,1100.0,1100.0,1100.0,99774.0,36039.0,Estimate
2016,0050,BENNETT 29J,Adams,001,district,56.89,published,56.89,56.89,4.0,school_panel,,4.0,1089.0,1089.0,1089.0,100584.0,35709.0,Estimate
2017,0050,,Adams,001,,,,,,4.0,school_panel,,4.0,1126.0,1126.0,1126.0,100046.0,35536.0,Estimate
2018,0050,BENNETT 29J,Adams,001,district,61.77,published,61.77,61.64,4.0,school_panel,,4.0,1105.0,1105.0,1105.0,100346.0,35329.0,Estimate
2019,0050,Bennett 29J,Adams,001,district,62.4,school_sum,,62.4,5.0,school_panel,,5.0,1117.0,1117.0,1117.0,99901.0,34939.0,Estimate
2020,0050,,Adams,001,,,,,,5.0,school_panel,,5.0,1175.0,1175.0,1175.0,99928.0,34486.0,Estimate
2021,0050,,Adams,001,,,,,,5.0,school_panel,,5.0,1249.0,1249.0,1249.0,99274.0,34152.0,Estimate
2022,0050,Bennett 29J,Adams,001,district,71.6,published,71.6,70.5,5.0,school_panel,,5.0,1296.0,1296.0,1296.0,98936.0,34078.0,Estimate
2023,0050,Bennett 29J,Adams,001,district,94.1,published,94.1,94.1,6.0,school_panel,,6.0,1570.0,1645.0,1645.0,98583.0,34260.0,Estimate
2024,0050,Bennett 29J,Adams,001,district,91.0,published,91.0,90.3,6.0,school_panel,,6.0,1793.0,1793.0,1793.0,97924.0,34698.0,Estimate
1990,0060,STRASBURG 31J,Adams,001,district,31.7,published,31.7,,3.0,school_panel,3.0,3.0,410.0,,410.0,53967.0,23427.0,Estimate
1991,0060,STRASBURG 31J,Adams,001,district,26.0,published,26.0,,3.0,school_panel,3.0,3.0,420.0,,420.0,55519.0,23992.0,Estimate
1992,0060,STRASBURG 31J,Adams,001,district,25.0,published,25.0,,3.0,school_panel,3.0,3.0,443.0,,443.0,57048.0,24563.0,Estimate
1993,0060,STRASBURG 31J,Adams,001,district,26.0,published,26.0,,3.0,school_panel,3.0,3.0,473.0,,473.0,58906.0,25267.0,Estimate
1994,0060,STRASBURG 31J,Adams,001,district,26.5,published,26.5,,3.0,school_panel,3.0,3.0,475.0,,475.0,60885.0,26017.0,Estimate
1995,0060,STRASBURG 31J,Adams,001,district,27.6,published,27.6,,3.0,school_panel,3.0,3.0,482.0,,482.0,63223.0,26916.0,Estimate
1996,0060,STRASBURG 31J,Adams,001,district,27.6,published,27.6,,3.0,school_panel,3.0,3.0,501.0,,501.0,65280.0,27690.0,Estimate
1997,0060,STRASBURG 31J,Adams,001,district,29.3,published,29.3,,3.0,school_panel,3.0,3.0,528.0,,528.0,67191.0,28389.0,Estimate
1998,0060,STRASBURG 31J,Adams,001,district,31.4,published,31.4,,3.0,school_panel,3.0,3.0,592.0,,592.0,69409.0,29216.0,Estimate
1999,0060,STRASBURG 31J,Adams,001,district,,,,,4.0,school_panel,4.0,4.0,696.0,,696.0,71628.0,30033.0,Estimate
2000,0060,STRASBURG 31J,Adams,001,district,36.875,school_sum,,36.875,4.0,school_panel,,4.0,,,749.0,70181.0,29752.0,Estimate
2001,0060,STRASBURG 31J,Adams,001,district,40.625,school_sum,,40.625,4.0,school_panel,,4.0,798.0,798.0,798.0,71653.0,30305.0,Estimate
2002,0060,STRASBURG 31J,Adams,001,district,41.25,school_sum,,41.25,4.0,school_panel,,4.0,779.0,779.0,779.0,73795.0,31849.0,Estimate
2003,0060,STRASBURG 31J,Adams,001,district,43.0,school_sum,,43.0,4.0,school_panel,,4.0,890.0,890.0,890.0,74777.0,33081.0,Estimate
2004,0060,STRASBURG 31J,Adams,001,district,49.25,school_sum,,49.25,5.0,school_panel,,5.0,932.0,932.0,932.0,76363.0,34151.0,Estimate
2005,0060,STRASBURG 31J,Adams,001,district,48.25,school_sum,,48.25,5.0,school_panel,,5.0,977.0,977.0,977.0,78386.0,35267.0,Estimate
2006,0060,STRASBURG 31J,Adams,001,district,55.0,school_sum,,55.0,5.0,school_panel,,5.0,958.0,958.0,958.0,81080.0,36440.0,Estimate
