Vintage 2023 prepared October 2024,,,,,,,,,,
id,idtxt,countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
1921,0451976,45,Garfield,1976,18392,368,285,150,233,Estimate
2002,0471976,47,Gilpin,1976,1881,35,29,11,17,Estimate
2083,0491976,49,Grand,1976,6501,55,121,27,-39,Estimate
2164,0511976,51,Gunnison,1976,9079,-317,100,35,-382,Estimate
2245,0531976,53,Hinsdale,1976,409,56,5,4,55,Estimate
2326,0551976,55,Huerfano,1976,6734,104,107,97,94,Estimate
2407,0571976,57,Jackson,1976,1708,-16,27,12,-31,Estimate
2488,0591976,59,Jefferson,1976,325430,12961,4305,1587,10243,Estimate
2569,0611976,61,Kiowa,1976,2019,-32,37,21,-48,Estimate
2650,0631976,63,Kit Carson,1976,7747,86,145,66,7,Estimate
2731,0651976,65,Lake,1976,8872,251,152,41,140,Estimate
2812,0671976,67,La Plata,1976,23854,668,360,171,479,Estimate
2893,0691976,69,Larimer,1976,123413,2506,1671,769,1604,Estimate
2974,0711976,71,Las Animas,1976,15624,-8,217,204,-21,Estimate
3055,0731976,73,Lincoln,1976,4901,-81,55,56,-80,Estimate
3136,0751976,75,Logan,1976,19529,286,312,185,159,Estimate
3217,0771976,77,Mesa,1976,65277,708,999,581,290,Estimate
3298,0791976,79,Mineral,1976,812,10,9,3,4,Estimate
3379,0811976,81,Moffat,1976,9767,68,169,60,-41,Estimate
3460,0831976,83,Montezuma,1976,14789,88,265,115,-62,Estimate
3541,0851976,85,Montrose,1976,21293,825,316,182,691,Estimate
3622,0871976,87,Morgan,1976,21450,-279,347,188,-438,Estimate
3703,0891976,89,Otero,1976,23845,-89,403,258,-234,Estimate
3784,0911976,91,Ouray,1976,1968,152,32,15,135,Estimate
3865,0931976,93,Park,1976,3329,104,58,23,69,Estimate
3946,0951976,95,Phillips,1976,4394,159,74,57,142,Estimate
4027,0971976,97,Pitkin,1976,9658,671,99,30,602,Estimate
4108,0991976,99,Prowers,1976,13655,-29,263,141,-151,Estimate
4189,1011976,101,Pueblo,1976,124789,-731,1888,1044,-1575,Estimate
4270,1031976,103,Rio Blanco,1976,5056,-30,89,43,-76,Estimate
4351,1051976,105,Rio Grande,1976,10593,-202,188,102,-288,Estimate
4432,1071976,107,Routt,1976,10112,615,163,56,508,Estimate
4513,1091976,109,Saguache,1976,4035,-63,92,27,-128,Estimate
4594,1111976,111,San Juan,1976,852,11,26,5,-10,Estimate
4675,1131976,113,San Miguel,1976,2684,254,44,18,228,Estimate
4756,1151976,115,Sedgwick,1976,3348,-26,50,35,-41,Estimate
4837,1171976,117,Summit,1976,6476,606,96,16,526,Estimate
4918,1191976,119,Teller,1976,6058,279,80,38,237,Estimate
4999,1211976,121,Washington,1976,5207,72,72,56,56,Estimate
5080,1231976,123,Weld,1976,109989,1148,1852,696,-8,Estimate
5161,1251976,125,Yuma,1976,8856,106,146,114,74,Estimate
8,0001977,0,Colorado,1977,2676220,57909,42031,17934,33812,Estimate
89,0011977,1,Adams,1977,226135,3396,4238,1072,230,Estimate
170,0031977,3,Alamosa,1977,11338,-273,203,78,-398,Estimate
251,0051977,5,Arapahoe,1977,240684,11948,3552,1039,9435,Estimate
332,0071977,7,Archuleta,1977,3604,165,65,18,118,Estimate
413,0091977,9,Baca,1977,5527,-167,99,52,-214,Estimate
494,0111977,11,Bent,1977,6129,-116,90,67,-139,Estimate
575,0131977,13,Boulder,1977,177978,7562,2207,845,6200,Estimate
707,0151977,15,Chaffee,1977,12486,443,197,108,354,Estimate
788,0171977,17,Cheyenne,1977,2051,-167,37,18,-186,Estimate
869,0191977,19,Clear Creek,1977,6165,6,132,36,-90,Estimate
950,0211977,21,Conejos,1977,7914,96,176,61,-19,Estimate
1031,0231977,23,Costilla,1977,3153,51,56,26,21,Estimate
1112,0251977,25,Crowley,1977,3137,-47,50,52,-45,Estimate
1193,0271977,27,Custer,1977,1253,53,21,9,41,Estimate
1274,0291977,29,Delta,1977,19080,603,273,220,550,Estimate
1355,0311977,31,Denver,1977,496702,-4426,7492,4585,-7333,Estimate
1436,0331977,33,Dolores,1977,1467,-99,32,12,-119,Estimate
1517,0351977,35,Douglas,1977,17614,1817,234,65,1648,Estimate
1598,0371977,37,Eagle,1977,12083,651,183,39,507,Estimate
1679,0391977,39,Elbert,1977,5334,57,88,37,6,Estimate
1760,0411977,41,El Paso,1977,298720,9363,5701,1605,5267,Estimate
1841,0431977,43,Fremont,1977,26512,224,349,382,257,Estimate
1922,0451977,45,Garfield,1977,18992,600,286,142,456,Estimate
2003,0471977,47,Gilpin,1977,1973,92,38,10,64,Estimate
2084,0491977,49,Grand,1977,6568,67,122,34,-21,Estimate
2165,0511977,51,Gunnison,1977,9258,179,101,39,117,Estimate
2246,0531977,53,Hinsdale,1977,466,57,5,6,58,Estimate
2327,0551977,55,Huerfano,1977,6676,-58,105,93,-70,Estimate
2408,0571977,57,Jackson,1977,1681,-27,29,13,-43,Estimate
2489,0591977,59,Jefferson,1977,337136,11706,4660,1675,8721,Estimate
2570,0611977,61,Kiowa,1977,1875,-144,33,19,-158,Estimate
2651,0631977,63,Kit Carson,1977,7671,-76,146,73,-149,Estimate
2732,0651977,65,Lake,1977,8757,-115,170,39,-246,Estimate
2813,0671977,67,La Plata,1977,24636,782,375,170,577,Estimate
2894,0691977,69,Larimer,1977,131164,7751,1798,799,6752,Estimate
2975,0711977,71,Las Animas,1977,15352,-272,235,199,-308,Estimate
3056,0731977,73,Lincoln,1977,4740,-161,55,45,-171,Estimate
3137,0751977,75,Logan,1977,19503,-26,318,175,-169,Estimate
3218,0771977,77,Mesa,1977,67294,2017,1059,611,1569,Estimate
3299,0791977,79,Mineral,1977,816,4,10,3,-3,Estimate
3380,0811977,81,Moffat,1977,10438,671,210,69,530,Estimate
3461,0831977,83,Montezuma,1977,15087,298,263,127,162,Estimate
3542,0851977,85,Montrose,1977,21968,675,359,182,498,Estimate
3623,0871977,87,Morgan,1977,21553,103,349,193,-53,Estimate
3704,0891977,89,Otero,1977,23246,-599,406,270,-735,Estimate
3785,0911977,91,Ouray,1977,1923,-45,36,14,-67,Estimate
3866,0931977,93,Park,1977,3520,191,66,21,146,Estimate
3947,0951977,95,Phillips,1977,4379,-15,75,62,-28,Estimate
4028,0971977,97,Pitkin,1977,10225,567,98,31,500,Estimate
4109,0991977,99,Prowers,1977,13505,-150,288,127,-311,Estimate
4190,1011977,101,Pueblo,1977,123725,-1064,1900,1045,-1919,Estimate
4271,1031977,103,Rio Blanco,1977,5109,53,105,37,-15,Estimate
4352,1051977,105,Rio Grande,1977,10501,-92,200,102,-190,Estimate
4433,1071977,107,Routt,1977,10656,544,181,61,424,Estimate
4514,1091977,109,Saguache,1977,4039,4,90,30,-56,Estimate
4595,1111977,111,San Juan,1977,886,34,25,8,17,Estimate
4676,1131977,113,San Miguel,1977,2760,76,48,18,46,Estimate
4757,1151977,115,Sedgwick,1977,3324,-24,45,40,-29,Estimate
4838,1171977,117,Summit,1977,7232,756,107,21,670,Estimate
4919,1191977,119,Teller,1977,6405,347,80,38,305,Estimate
5000,1211977,121,Washington,1977,4975,-232,72,54,-250,Estimate
5081,1231977,123,Weld,1977,111944,1955,1853,699,801,Estimate
5162,1251977,125,Yuma,1977,9196,340,155,114,299,Estimate
9,0001978,0,Colorado,1978,2766084,89864,43573,18114,64405,Estimate
90,0011978,1,Adams,1978,239634,13499,4375,1114,10238,Estimate
171,0031978,3,Alamosa,1978,11572,234,216,85,103,Estimate
252,0051978,5,Arapahoe,1978,261140,20456,3847,1128,17737,Estimate
333,0071978,7,Archuleta,1978,3684,80,75,17,22,Estimate
414,0091978,9,Baca,1978,5513,-14,93,58,-49,Estimate
495,0111978,11,Bent,1978,5887,-242,94,56,-280,Estimate
576,0131978,13,Boulder,1978,183474,5496,2331,853,4018,Estimate
708,0151978,15,Chaffee,1978,12583,97,202,117,12,Estimate
789,0171978,17,Cheyenne,1978,2125,74,35,19,58,Estimate
870,0191978,19,Clear Creek,1978,6605,440,141,30,329,Estimate
951,0211978,21,Conejos,1978,7856,-58,174,63,-169,Estimate
1032,0231978,23,Costilla,1978,3243,90,58,23,55,Estimate
1113,0251978,25,Crowley,1978,2932,-205,52,47,-210,Estimate
1194,0271978,27,Custer,1978,1355,102,21,7,88,Estimate
1275,0291978,29,Delta,1978,19591,511,313,210,408,Estimate
1356,0311978,31,Denver,1978,496054,-648,7641,4582,-3707,Estimate
1437,0331978,33,Dolores,1978,1519,52,35,12,29,Estimate
1518,0351978,35,Douglas,1978,20787,3173,272,87,2988,Estimate
1599,0371978,37,Eagle,1978,12872,789,194,51,646,Estimate
1680,0391978,39,Elbert,1978,5595,261,95,32,198,Estimate
1761,0411978,41,El Paso,1978,305048,6328,5669,1627,2286,Estimate
1842,0431978,43,Fremont,1978,27032,520,357,375,538,Estimate
1923,0451978,45,Garfield,1978,19963,971,335,148,784,Estimate
2004,0471978,47,Gilpin,1978,2102,129,43,13,99,Estimate
2085,0491978,49,Grand,1978,6904,336,118,37,255,Estimate
2166,0511978,51,Gunnison,1978,9568,310,113,43,240,Estimate
2247,0531978,53,Hinsdale,1978,490,24,6,5,23,Estimate
2328,0551978,55,Huerfano,1978,6712,36,96,72,12,Estimate
2409,0571978,57,Jackson,1978,1801,120,27,13,106,Estimate
2490,0591978,59,Jefferson,1978,355220,18084,4905,1729,14908,Estimate
2571,0611978,61,Kiowa,1978,1786,-89,33,16,-106,Estimate
2652,0631978,63,Kit Carson,1978,7483,-188,142,73,-257,Estimate
2733,0651978,65,Lake,1978,8736,-21,176,38,-159,Estimate
2814,0671978,67,La Plata,1978,26411,1775,419,176,1532,Estimate
2895,0691978,69,Larimer,1978,137739,6575,1985,783,5373,Estimate
2976,0711978,71,Las Animas,1978,14922,-430,220,188,-462,Estimate
3057,0731978,73,Lincoln,1978,4583,-157,67,50,-174,Estimate
3138,0751978,75,Logan,1978,19359,-144,321,149,-316,Estimate
3219,0771978,77,Mesa,1978,70851,3557,1145,618,3030,Estimate
3300,0791978,79,Mineral,1978,832,16,9,5,12,Estimate
3381,0811978,81,Moffat,1978,10717,279,226,78,131,Estimate
3462,0831978,83,Montezuma,1978,15356,269,277,138,130,Estimate
3543,0851978,85,Montrose,1978,22791,823,383,181,621,Estimate
3624,0871978,87,Morgan,1978,21386,-167,354,197,-324,Estimate
3705,0891978,89,Otero,1978,22781,-465,393,263,-595,Estimate
3786,0911978,91,Ouray,1978,1984,61,31,15,45,Estimate
3867,0931978,93,Park,1978,4006,486,73,23,436,Estimate
3948,0951978,95,Phillips,1978,4362,-17,70,58,-29,Estimate
4029,0971978,97,Pitkin,1978,10796,571,100,32,503,Estimate
4110,0991978,99,Prowers,1978,13271,-234,273,136,-371,Estimate
4191,1011978,101,Pueblo,1978,123937,212,1920,1027,-681,Estimate
4272,1031978,103,Rio Blanco,1978,5470,361,118,38,281,Estimate
4353,1051978,105,Rio Grande,1978,10535,34,194,107,-53,Estimate
4434,1071978,107,Routt,1978,11796,1140,202,56,994,Estimate
4515,1091978,109,Saguache,1978,4231,192,81,32,143,Estimate
4596,1111978,111,San Juan,1978,956,70,19,10,61,Estimate
4677,1131978,113,San Miguel,1978,2890,130,45,13,98,Estimate
4758,1151978,115,Sedgwick,1978,3375,51,56,39,34,Estimate
4839,1171978,117,Summit,1978,7989,757,118,24,663,Estimate
4920,1191978,119,Teller,1978,6995,590,92,39,537,Estimate
5001,1211978,121,Washington,1978,4835,-140,80,49,-171,Estimate
5082,1231978,123,Weld,1978,114905,2961,1848,693,1806,Estimate
5163,1251978,125,Yuma,1978,9157,-39,170,117,-92,Estimate
10,0001979,0,Colorado,1979,2850234,84150,45637,18380,56893,Estimate
91,0011979,1,Adams,1979,246063,6429,4504,1179,3104,Estimate
172,0031979,3,Alamosa,1979,11623,51,212,72,-89,Estimate
253,0051979,5,Arapahoe,1979,278439,17299,4201,1213,14311,Estimate
334,0071979,7,Archuleta,1979,3857,173,74,23,122,Estimate
415,0091979,9,Baca,1979,5465,-48,81,60,-69,Estimate
496,0111979,11,Bent,1979,6008,121,97,48,72,Estimate
577,0131979,13,Boulder,1979,187199,3725,2491,869,2103,Estimate
709,0151979,15,Chaffee,1979,13019,436,232,121,325,Estimate
790,0171979,17,Cheyenne,1979,2175,50,42,28,36,Estimate
871,0191979,19,Clear Creek,1979,6990,385,163,33,255,Estimate
952,0211979,21,Conejos,1979,7790,-66,170,58,-178,Estimate
1033,0231979,23,Costilla,1979,3153,-90,52,24,-118,Estimate
1114,0251979,25,Crowley,1979,2818,-114,46,35,-125,Estimate
1195,0271979,27,Custer,1979,1558,203,27,7,183,Estimate
1276,0291979,29,Delta,1979,20644,1053,314,217,956,Estimate
1357,0311979,31,Denver,1979,496263,209,7823,4587,-3027,Estimate
1438,0331979,33,Dolores,1979,1514,-5,36,13,-28,Estimate
1519,0351979,35,Douglas,1979,23101,2314,325,99,2088,Estimate
1600,0371979,37,Eagle,1979,13283,411,241,57,227,Estimate
1681,0391979,39,Elbert,1979,6201,606,90,35,551,Estimate
1762,0411979,41,El Paso,1979,309369,4321,5682,1676,315,Estimate
1843,0431979,43,Fremont,1979,28590,1558,387,353,1524,Estimate
1924,0451979,45,Garfield,1979,21621,1658,400,145,1403,Estimate
2005,0471979,47,Gilpin,1979,2231,129,38,15,106,Estimate
2086,0491979,49,Grand,1979,7208,304,127,33,210,Estimate
2167,0511979,51,Gunnison,1979,9967,399,124,31,306,Estimate
2248,0531979,53,Hinsdale,1979,504,14,6,4,12,Estimate
2329,0551979,55,Huerfano,1979,6556,-156,101,72,-185,Estimate
2410,0571979,57,Jackson,1979,1771,-30,27,14,-43,Estimate
2491,0591979,59,Jefferson,1979,369693,14473,5187,1804,11090,Estimate
2572,0611979,61,Kiowa,1979,1868,82,35,20,67,Estimate
2653,0631979,63,Kit Carson,1979,7586,103,131,63,35,Estimate
2734,0651979,65,Lake,1979,8847,111,180,39,-30,Estimate
2815,0671979,67,La Plata,1979,26401,-10,442,178,-274,Estimate
2896,0691979,69,Larimer,1979,145531,7792,2183,788,6397,Estimate
2977,0711979,71,Las Animas,1979,14617,-305,211,177,-339,Estimate
3058,0731979,73,Lincoln,1979,4560,-23,67,62,-28,Estimate
3139,0751979,75,Logan,1979,19272,-87,331,147,-271,Estimate
3220,0771979,77,Mesa,1979,76703,5852,1268,569,5153,Estimate
3301,0791979,79,Mineral,1979,791,-41,10,7,-44,Estimate
3382,0811979,81,Moffat,1979,12532,1815,269,75,1621,Estimate
3463,0831979,83,Montezuma,1979,16279,923,286,135,772,Estimate
3544,0851979,85,Montrose,1979,23441,650,409,182,423,Estimate
3625,0871979,87,Morgan,1979,21865,479,388,206,297,Estimate
3706,0891979,89,Otero,1979,22574,-207,389,256,-340,Estimate
3787,0911979,91,Ouray,1979,1989,5,32,14,-13,Estimate
3868,0931979,93,Park,1979,4553,547,96,22,473,Estimate
3949,0951979,95,Phillips,1979,4423,61,63,48,46,Estimate
4030,0971979,97,Pitkin,1979,10533,-263,95,33,-325,Estimate
4111,0991979,99,Prowers,1979,13397,126,276,135,-15,Estimate
4192,1011979,101,Pueblo,1979,125933,1996,1953,1046,1089,Estimate
4273,1031979,103,Rio Blanco,1979,6054,584,130,39,493,Estimate
4354,1051979,105,Rio Grande,1979,10575,40,184,113,-31,Estimate
4435,1071979,107,Routt,1979,12976,1180,227,53,1006,Estimate
4516,1091979,109,Saguache,1979,3952,-279,86,35,-330,Estimate
4597,1111979,111,San Juan,1979,850,-106,17,7,-116,Estimate
4678,1131979,113,San Miguel,1979,2862,-28,57,13,-72,Estimate
4759,1151979,115,Sedgwick,1979,3413,38,53,39,24,Estimate
4840,1171979,117,Summit,1979,8563,574,126,18,466,Estimate
4921,1191979,119,Teller,1979,7888,893,116,40,817,Estimate
5002,1211979,121,Washington,1979,4871,36,80,55,11,Estimate
5083,1231979,123,Weld,1979,120243,5338,1968,732,4102,Estimate
5164,1251979,125,Yuma,1979,9619,462,179,109,392,Estimate
11,0001980,0,Colorado,1980,2908036,57802,48463,18685,28024,Estimate
92,0011980,1,Adams,1980,247377,1314,4681,1251,-2116,Estimate
173,0031980,3,Alamosa,1980,11877,254,217,69,106,Estimate
254,0051980,5,Arapahoe,1980,297761,19322,4692,1278,15908,Estimate
335,0071980,7,Archuleta,1980,3734,-123,70,25,-168,Estimate
416,0091980,9,Baca,1980,5407,-58,82,55,-85,Estimate
497,0111980,11,Bent,1980,5944,-64,93,48,-109,Estimate
578,0131980,13,Boulder,1980,190695,3496,2644,897,1749,Estimate
710,0151980,15,Chaffee,1980,13295,276,253,119,142,Estimate
791,0171980,17,Cheyenne,1980,2164,-11,40,25,-26,Estimate
872,0191980,19,Clear Creek,1980,7349,359,155,36,240,Estimate
953,0211980,21,Conejos,1980,7776,-14,183,59,-138,Estimate
1034,0231980,23,Costilla,1980,3069,-84,55,32,-107,Estimate
1115,0251980,25,Crowley,1980,2983,165,41,35,159,Estimate
1196,0271980,27,Custer,1980,1535,-23,32,8,-47,Estimate
1277,0291980,29,Delta,1980,21477,833,336,227,724,Estimate
1358,0311980,31,Denver,1980,493385,-2878,8201,4525,-6554,Estimate
1439,0331980,33,Dolores,1980,1662,148,35,10,123,Estimate
1520,0351980,35,Douglas,1980,25627,2526,355,93,2264,Estimate
1601,0371980,37,Eagle,1980,13411,128,280,48,-104,Estimate
1682,0391980,39,Elbert,1980,6904,703,97,43,649,Estimate
1763,0411980,41,El Paso,1980,311995,2626,5769,1705,-1438,Estimate
1844,0431980,43,Fremont,1980,28847,257,402,347,202,Estimate
1925,0451980,45,Garfield,1980,23000,1379,429,148,1098,Estimate
2006,0471980,47,Gilpin,1980,2477,246,36,13,223,Estimate
2087,0491980,49,Grand,1980,7530,322,149,33,206,Estimate
2168,0511980,51,Gunnison,1980,10686,719,135,35,619,Estimate
2249,0531980,53,Hinsdale,1980,417,-87,4,3,-88,Estimate
2330,0551980,55,Huerfano,1980,6417,-139,95,84,-150,Estimate
2411,0571980,57,Jackson,1980,1895,124,33,9,100,Estimate
2492,0591980,59,Jefferson,1980,374709,5016,5551,1836,1301,Estimate
2573,0611980,61,Kiowa,1980,1948,80,34,24,70,Estimate
2654,0631980,63,Kit Carson,1980,7582,-4,134,65,-73,Estimate
2735,0651980,65,Lake,1980,8861,14,218,39,-165,Estimate
2816,0671980,67,La Plata,1980,27464,1063,472,194,785,Estimate
2897,0691980,69,Larimer,1980,150115,4584,2324,798,3058,Estimate
2978,0711980,71,Las Animas,1980,14943,326,233,168,261,Estimate
3059,0731980,73,Lincoln,1980,4632,72,70,65,67,Estimate
3140,0751980,75,Logan,1980,19797,525,343,154,336,Estimate
3221,0771980,77,Mesa,1980,82644,5941,1434,607,5114,Estimate
3302,0791980,79,Mineral,1980,825,34,14,6,26,Estimate
3383,0811980,81,Moffat,1980,13240,708,311,63,460,Estimate
3464,0831980,83,Montezuma,1980,16728,449,309,137,277,Estimate
3545,0851980,85,Montrose,1980,24490,1049,454,186,781,Estimate
3626,0871980,87,Morgan,1980,22498,633,434,204,403,Estimate
3707,0891980,89,Otero,1980,22559,-15,400,253,-162,Estimate
3788,0911980,91,Ouray,1980,1951,-38,30,14,-54,Estimate
3869,0931980,93,Park,1980,5461,908,110,23,821,Estimate
3950,0951980,95,Phillips,1980,4533,110,60,54,104,Estimate
4031,0971980,97,Pitkin,1980,10256,-277,106,36,-347,Estimate
4112,0991980,99,Prowers,1980,13075,-322,292,123,-491,Estimate
4193,1011980,101,Pueblo,1980,125745,-188,2053,1092,-1149,Estimate
4274,1031980,103,Rio Blanco,1980,6381,327,144,44,227,Estimate
4355,1051980,105,Rio Grande,1980,10581,6,193,117,-70,Estimate
4436,1071980,107,Routt,1980,13419,443,244,53,252,Estimate
4517,1091980,109,Saguache,1980,3969,17,96,38,-41,Estimate
4598,1111980,111,San Juan,1980,862,12,23,3,-8,Estimate
4679,1131980,113,San Miguel,1980,3187,325,62,12,275,Estimate
4760,1151980,115,Sedgwick,1980,3256,-157,44,36,-165,Estimate
4841,1171980,117,Summit,1980,8926,363,156,15,222,Estimate
4922,1191980,119,Teller,1980,8155,267,140,46,173,Estimate
5003,1211980,121,Washington,1980,5287,416,80,66,402,Estimate
5084,1231980,123,Weld,1980,123564,3321,2124,762,1959,Estimate
5165,1251980,125,Yuma,1980,9697,78,177,92,-7,Estimate
12,0001981,0,Colorado,1981,2980340,72301,50919,19153,40535,Estimate
93,0011981,1,Adams,1981,253031,5654,4827,1273,2100,Estimate
174,0031981,3,Alamosa,1981,12184,307,242,74,139,Estimate
255,0051981,5,Arapahoe,1981,315543,17782,5089,1364,14057,Estimate
336,0071981,7,Archuleta,1981,4012,278,77,27,228,Estimate
417,0091981,9,Baca,1981,5357,-50,90,53,-87,Estimate
498,0111981,11,Bent,1981,5941,-3,89,58,-34,Estimate
579,0131981,13,Boulder,1981,194914,4219,2876,956,2299,Estimate
711,0151981,15,Chaffee,1981,13561,266,241,110,135,Estimate
792,0171981,17,Cheyenne,1981,2209,45,35,20,30,Estimate
873,0191981,19,Clear Creek,1981,7514,165,160,36,41,Estimate
954,0211981,21,Conejos,1981,7703,-73,185,62,-196,Estimate
1035,0231981,23,Costilla,1981,3062,-7,62,35,-34,Estimate
1116,0251981,25,Crowley,1981,2962,-21,44,42,-23,Estimate
1197,0271981,27,Custer,1981,1563,28,24,10,14,Estimate
1278,0291981,29,Delta,1981,22479,1002,363,238,877,Estimate
1359,0311981,31,Denver,1981,495990,2605,8547,4561,-1381,Estimate
1440,0331981,33,Dolores,1981,1680,18,34,11,-5,Estimate
1521,0351981,35,Douglas,1981,27515,1888,381,88,1595,Estimate
1602,0371981,37,Eagle,1981,13772,361,313,44,92,Estimate
1683,0391981,39,Elbert,1981,7122,218,112,42,148,Estimate
1764,0411981,41,El Paso,1981,322174,10179,6032,1730,5877,Estimate
1845,0431981,43,Fremont,1981,29521,674,400,352,626,Estimate
1926,0451981,45,Garfield,1981,24940,1940,492,154,1602,Estimate
2007,0471981,47,Gilpin,1981,2620,143,48,11,106,Estimate
2088,0491981,49,Grand,1981,7748,218,162,36,92,Estimate
2169,0511981,51,Gunnison,1981,10669,-17,151,45,-123,Estimate
2250,0531981,53,Hinsdale,1981,455,35,0,0,35,Estimate
2331,0551981,55,Huerfano,1981,6326,-91,91,78,-104,Estimate
2412,0571981,57,Jackson,1981,2022,127,31,8,104,Estimate
2493,0591981,59,Jefferson,1981,386410,11701,5821,1917,7797,Estimate
2574,0611981,61,Kiowa,1981,1995,47,35,25,37,Estimate
2655,0631981,63,Kit Carson,1981,7513,-69,135,66,-138,Estimate
2736,0651981,65,Lake,1981,8979,118,244,37,-89,Estimate
2817,0671981,67,La Plata,1981,28531,1067,467,204,804,Estimate
2898,0691981,69,Larimer,1981,153793,3678,2428,862,2112,Estimate
2979,0711981,71,Las Animas,1981,15123,180,243,169,106,Estimate
3060,0731981,73,Lincoln,1981,4508,-124,85,62,-147,Estimate
3141,0751981,75,Logan,1981,19780,-17,353,166,-204,Estimate
3222,0771981,77,Mesa,1981,87073,4429,1642,664,3451,Estimate
3303,0791981,79,Mineral,1981,910,85,15,6,76,Estimate
3384,0811981,81,Moffat,1981,13665,425,324,69,170,Estimate
3465,0831981,83,Montezuma,1981,17595,867,323,129,673,Estimate
3546,0851981,85,Montrose,1981,25031,541,451,186,276,Estimate
3627,0871981,87,Morgan,1981,22435,-63,446,203,-306,Estimate
3708,0891981,89,Otero,1981,22523,-36,390,245,-181,Estimate
3789,0911981,91,Ouray,1981,2056,105,32,12,85,Estimate
